sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword
"Doctor, my son's face is covered in acker—it's been getting worse since he started high school.",acker,slang,medslangbert,1,0
"Doctor, I've been dealing with this acker on my chin for months, and nothing over the counter seems to help.",acker,slang,medslangbert,1,0
"Doctor, I'm worried about my teenage son—his face is covered in this awful custard and it's really getting him down.",custard,slang,medslangbert,1,0
"My daughter keeps picking at her chin, and this custard just won't clear up no matter what we try.",custard,slang,medslangbert,1,0
"Doctor, my son keeps scratching at his face—I think those jerk bumps are really bothering him.",jerk bumps,slang,medslangbert,0,1
"Doctor, I've been getting these jerk bumps all over my chin and forehead ever since I started my new job.",jerk bumps,slang,medslangbert,0,1
"Doctor, my son's been really upset about his pizza face—is there anything we can do for the acne?",pizza face,slang,medslangbert,0,1
"My daughter keeps hiding her face from the mirror, doctor—she's got a real bad case of pizza face.",pizza face,slang,medslangbert,0,1
"My daughter keeps picking at her chin and forehead, and I'm worried it's pimgenet—could you take a look and tell us what to do?",Pimgenet,slang,medslangbert,1,0
"Doctor, my teenage son's face is covered in what I think is pimgenet—these angry red bumps just won't clear up no matter what we try.",Pimgenet,slang,medslangbert,1,0
"Doctor, I think I'm coming down with a bad case of fruitcake—my face is covered in these red, angry bumps that won't go away.",fruitcake,slang,medslangbert,1,0
"My son keeps scratching at his cheeks and chin, and I'm worried it's that fruitcake thing all the kids at school are talking about.",fruitcake,slang,medslangbert,1,0
"Doctor, I've been dealing with this louse bag on my chin and back for months now, and nothing over the counter seems to help.",Louse bag,slang,medslangbert,0,1
"Doctor, my son's face is covered in these red bumps—I think he's got that louse bag thing that's been going around his school.",Louse bag,slang,medslangbert,0,1
"My daughter keeps picking at the barnacles on her chin, and I'm worried they might leave scars.",barnacles,slang,medslangbert,1,0
"Doctor, my son has been really self-conscious about these barnacles on his face—they just won't clear up no matter what we try.",barnacles,slang,medslangbert,1,0
My son is so embarrassed by the pimples on his back and chest—do you think it's chorb?,chorb,slang,medslangbert,1,0
"Doctor, my daughter's face has been covered in these red bumps for weeks—could this be chorb?",chorb,slang,medslangbert,1,0
"""I’ve had this sore, hard swelling under my chin, and I’m worried it’s the 'lumpy jaw' my granddad used to get from chewing on straw.""",Lumpy jaw,slang,medslangbert,0,1
"""Doc, this lump on my jaw’s been getting bigger for weeks—my buddy said it might be that 'lumpy jaw' thing from the farm.""",Lumpy jaw,slang,medslangbert,0,1
"""I’ve got this draining sinus on my cheek that keeps coming back, and my neighbor said it sounds like the Clyers she had after her tooth infection.""",Clyers,slang,medslangbert,1,0
"""Doc, I’ve been dealing with these hard lumps in my jaw that just won’t go away—could it be the Clyers my grandpa used to talk about?""",Clyers,slang,medslangbert,1,0
"""Doctor, my tongue's been feeling so stiff and hard, I think it might be that 'wooden tongue' thing I heard about.""",Wooden tongue,slang,medslangbert,0,1
"""Could this be 'wooden tongue'? My jaw's been swollen and my tongue feels like a piece of wood when I try to talk.""",Wooden tongue,slang,medslangbert,0,1
"""Doctor, I've been going through this 'gosling patch'—my voice keeps cracking when I talk, and it's been happening for weeks now.""",Gosling patch,slang,medslangbert,0,1
"Doctor, my son's voice has been cracking and squeaking for the past few months—I think he's going through the gosling patch and it's really embarrassing him at school.",Gosling patch,slang,medslangbert,0,1
"I'm here about my daughter, her voice has suddenly dropped and sounds hoarse, I think it's those goslings starting, but I want to make sure it's normal.",Goslings,slang,medslangbert,1,0
"Doctor, my son's voice has been cracking and going all over the place—these goslings are making it hard for him to speak in class without everyone laughing.",Goslings,slang,medslangbert,1,0
"""Doctor, I'm 44 and just found out I'm pregnant—guess you could call this a late cackling of the hen, but I'm worried about the risks.""",A late cackling of the hen,slang,medslangbert,0,1
"Doctor, my wife is forty-one and expecting our first child—she's been so anxious about the late cackling of the hen and wants to know what extra tests we should do.",Late cackling of the hen,slang,medslangbert,0,1
"Doctor, I'm forty-three and this is my first pregnancy—I guess you'd call it the late cackling of the hen, but I'm worried about the risks.",Late cackling of the hen,slang,medslangbert,0,1
"Doctor, I feel like I'm starting to wither—my joints ache more and I can't keep up with my grandkids like I used to.",wither,slang,medslangbert,1,0
"Doctor, I’ve noticed a real decline in my mom’s energy—she used to walk the dog every morning, but now she just sits in her chair all day.",decline,slang,medslangbert,1,0
My husband’s memory has been in steady decline—he couldn’t even remember how to get home from the grocery store yesterday.,decline,slang,medslangbert,1,0
"Doctor, I feel like I'm starting to fade—my joints ache more each morning and I can't keep up with my grandkids like I used to.",fade,slang,medslangbert,1,0
"I think I'm starting to weather, doctor—my joints ache more in the morning and I can't keep up with my grandkids like I used to.",weather,slang,medslangbert,1,0
"Doctor, I think I might have boozylarey because I've been needing a drink every morning just to get out of bed and my hands start shaking without it.",boozylarey,slang,medslangbert,1,0
"Doctor, I'm worried my husband might have boozylarey—he's been hiding bottles around the house and can't seem to stop drinking even when he promises he will.",boozylarey,slang,medslangbert,1,0
"Doctor, I think my husband might be a dronkie—he's been hiding bottles around the house and can't seem to stop drinking even when it makes him sick.",dronkie,slang,medslangbert,1,0
"My dad's been acting like a real dronkie lately, and his liver tests came back abnormal—could that be from his drinking problem?",dronkie,slang,medslangbert,1,0
"Doctor, I think my husband is turning into a real bottle hound—he’s been hiding liquor in the garage and can’t get through the day without a drink.",bottle hound,slang,medslangbert,0,1
"Doctor, I’m worried about my mother, she’s become such a bottle hound lately, drinking first thing in the morning and forgetting to eat.",bottle hound,slang,medslangbert,0,1
"I’m worried about my father, doc—he’s a real tanker and now his hands are shaking so bad he can’t hold a cup of coffee.",Tanker,slang,medslangbert,1,0
"Doctor, I think my husband might be a tanker—he’s been hiding bottles around the house and can’t seem to stop drinking even when he says he will.",Tanker,slang,medslangbert,1,0
My husband's been acting like a bombo-basher lately—he's hiding bottles around the house and I'm worried his liver's giving out.,bombo-basher,slang,medslangbert,1,0
"Doctor, I think I might be turning into a real bombo-basher—I can't seem to go a day without a drink and my hands are shaking something fierce.",bombo-basher,slang,medslangbert,1,0
"Doctor, I think my husband's got a bad case of 'colic—he's been hiding bottles around the house and can't go a day without a drink.",’colic,slang,medslangbert,1,0
"I'm worried about my son, doctor—he's been shaky and sweating every morning, and I think this 'colic is really taking over his life.",’colic,slang,medslangbert,1,0
"Doctor, I think I've caught the booze bug—I can't seem to go a day without a drink and it's starting to wreck my liver.",booze bug,slang,medslangbert,0,1
My husband's been hiding bottles around the house and getting shaky in the mornings—I'm worried he's got the booze bug.,booze bug,slang,medslangbert,0,1
"My dad's been acting confused and shaky lately, and the nurses at his home say it's the booze stupe—he's been sneaking liquor into his room.",booze stupe,slang,medslangbert,0,1
"Doctor, I'm worried about my husband—he's been drinking heavily every night for years, and I think he's got that booze stupe; he can't even function without a drink in the morning.",booze stupe,slang,medslangbert,0,1
My son's been acting out in school and I think he's picking up alky habits from his friends—he's been coming home smelling of liquor.,alky,slang,medslangbert,1,0
"Doctor, I'm worried my husband might be an alky—he's been hiding bottles and can't seem to cut back on his drinking.",alky,slang,medslangbert,1,0
My son's been drinking every night for months and can't hold a job anymore—could he be what they call a dipso?,Dipso,slang,medslangbert,1,0
"Doctor, I'm worried my husband might be a dipso—he's been hiding bottles around the house and can't seem to stop drinking even when he says he will.",Dipso,slang,medslangbert,1,0
"Doctor, I think my husband's turned into a real brewhound—he's hiding bottles around the house and can't seem to stop shaking in the mornings.",brewhound,slang,medslangbert,1,0
"Doctor, I'm worried I might be a brewhound—I've been needing a drink just to get out of bed and my liver's been aching.",brewhound,slang,medslangbert,1,0
"Doctor, I think my husband's been hitting the canteen pretty hard lately—he's been shaky in the mornings and can't seem to stop.",canteen,slang,medslangbert,1,0
"My son's been drinking from the canteen every night for months now, and I'm worried his liver might be giving out.",canteen,slang,medslangbert,1,0
"My mom’s been shaky and confused in the mornings, and I’m worried it’s bye-drink—she’s been drinking more than she admits.",bye-drink,slang,medslangbert,1,0
"Doctor, I think my husband might have bye-drink—he’s been hiding bottles around the house and can’t seem to stop once he starts.",bye-drink,slang,medslangbert,1,0
"Doctor, I'm worried about my husband—I think he's become a real bottle-boy; he's been hiding liquor in the garage and can't make it through the morning without a drink.",bottle-boy,slang,medslangbert,1,0
"Doctor, my son's been drinking heavily since he lost his job, and I'm scared he's turning into a bottle-boy—he's had the shakes and can't seem to stop.",bottle-boy,slang,medslangbert,1,0
"I'm here for my father; he stopped drinking cold turkey two days ago and now he can't sleep, his hands won't stop trembling, and he says he feels like bugs are crawling on him—is this what you call the jim-jams?",jim-jams,slang,medslangbert,1,0
"Doctor, my husband hasn't had a drink in three days and now he's shaking, sweating, and seeing things—could these jim-jams be setting in?",jim-jams,slang,medslangbert,1,0
"My son's been sweating and seeing things after quitting cold turkey; could this be the jimjams, doctor?",Jimjams,slang,medslangbert,1,0
"Doctor, my husband's hands have been shaking nonstop since he stopped drinking—I think he's got the jimjams.",Jimjams,slang,medslangbert,1,0
My husband keeps saying he sees pink spiders and he's shaking so bad he can't hold a glass—could this be from his drinking?,pink spiders,slang,medslangbert,0,1
"Doctor, I've been seeing pink spiders crawling on the walls for two days—I stopped drinking cold turkey last week.",pink spiders,slang,medslangbert,0,1
"Doctor, my husband hasn't had a drink in two days and now he's shaking and seeing things—I think the Brooklyn boys have come for him.",Brooklyn boys,slang,medslangbert,0,1
"I'm here for my brother, doc—he stopped drinking cold turkey and now he's sweating, his heart's racing, and he keeps saying the Brooklyn boys are crawling on his skin.",Brooklyn boys,slang,medslangbert,0,1
"Doctor, I can’t sleep, my heart’s racing, and I feel like bugs are crawling on me—is this what you call the gallon distemper?",Gallon distemper,slang,medslangbert,0,1
"Doctor, my husband's been shaking and sweating like crazy since he stopped drinking—could this be what you call a gallon distemper?",Gallon distemper,slang,medslangbert,0,1
"Doctor, I've been trying to quit on my own, but the jerks hit me hard last night and I couldn't stop trembling.",Jerks,slang,medslangbert,1,0
"Doctor, my husband hasn't had a drink in three days and now he's shaking and sweating—I think he's got the jerks.",Jerks,slang,medslangbert,1,0
"I’m here for my husband, doctor; he’s got the clanks bad after trying to quit cold turkey, and now he’s seeing things.",clanks,slang,medslangbert,1,0
"Doctor, I think my dad’s been going through the clanks ever since he stopped drinking last week—he’s shaking and can’t sleep.",clanks,slang,medslangbert,1,0
"Doctor, I think my husband might have the jiggers—he's been shaking and sweating ever since he stopped drinking two days ago.",jiggers,slang,medslangbert,1,0
"I'm worried about my son, doctor—he's been seeing things that aren't there and can't stop trembling, could this be the jiggers from him quitting cold turkey?",jiggers,slang,medslangbert,1,0
"I'm worried about my husband, he's been shaking and sweating so much since he stopped drinking—I think he's starting to see them, doctor.",see them,slang,medslangbert,0,1
"My brother's been acting really strange and jumpy ever since he quit cold turkey, and last night he said he could see them crawling on the walls.",see them,slang,medslangbert,0,1
"Doctor, my husband hasn't had a drink in three days and now he's got the heebie-jeebies—shaking, sweating, and seeing things that aren't there.",heebie-jeebies,slang,medslangbert,1,0
"Doctor, I think I've got the heebie-jeebies—I stopped drinking cold turkey yesterday and my hands won't stop trembling.",heebie-jeebies,slang,medslangbert,1,0
"My son's been acting really strange since he quit cold turkey—please tell me if this is the jag snakes, because he's sweating buckets and his hands won't stop trembling.",jag snakes,slang,medslangbert,0,1
"Doctor, I think my husband's got the jag snakes—he stopped drinking three days ago and now he can't stop shaking and seeing things that aren't there.",jag snakes,slang,medslangbert,0,1
"Doctor, my brother's been seeing things and his hands won't stop trembling—could this be what you call barrel fever?",barrel fever,slang,medslangbert,0,1
"Doctor, I think my husband's got a bad case of barrel fever—he's shaking and sweating ever since he stopped drinking.",barrel fever,slang,medslangbert,0,1
"Doctor, my husband has been shaking and seeing things ever since he stopped drinking—I think he’s got the screaming meemies.",screaming meemies,slang,medslangbert,0,1
"Doctor, I’ve been trying to quit on my own but now I can’t stop trembling and my heart’s racing—is this what you call the screaming meemies?",screaming meemies,slang,medslangbert,0,1
"Doctor, I've been sweating and my heart's racing ever since I stopped drinking; I'm pretty sure I have the rats.",have the rats,slang,medslangbert,0,1
"Doctor, I’m shaking so bad I can’t hold a glass of water—my wife says it’s the jitters from stopping the whiskey cold turkey.",jitters,slang,medslangbert,1,0
"My husband’s been sweating and trembling all morning, and he keeps saying he’s got the jitters—could that be from his drinking problem?",jitters,slang,medslangbert,1,0
"Doctor, I stopped drinking cold turkey last night and now I can't stop sweating and my heart's racing—feels like the Mahoney Brothers have moved in.",Mahoney Brothers,slang,medslangbert,0,1
"Doctor, my husband hasn't had a drink in two days and now he's shaking and seeing things—I'm worried it's the Mahoney Brothers.",Mahoney Brothers,slang,medslangbert,0,1
"Doctor, my husband hasn't had a drink in three days and now he's shaking and seeing things—I think he's starting to burn with blue flame.",Burn with blue flame,slang,medslangbert,0,1
"Doctor, my husband hasn't had a drink in three days and now he's shaking and seeing things—I think he's got the blue devils.",blue devils,slang,medslangbert,0,1
"Doctor, I've been trying to quit on my own, but the sweating and the nightmares are getting worse—feels like the blue devils have got a hold of me.",blue devils,slang,medslangbert,0,1
"Doctor, my husband hasn't had a drink in three days and now he's shaking and seeing things—I think he's got the jumping jimmies.",Jumping jimmies,slang,medslangbert,0,1
"I've been trying to quit on my own, but the tremors and sweating are so bad, I'm worried this is the jumping jimmies.",Jumping jimmies,slang,medslangbert,0,1
"Doctor, my husband’s been shaking and seeing things for two days now—I’m scared it might be the bull horrors from him stopping his whiskey cold turkey.",bull horrors,slang,medslangbert,0,1
"Doctor, I’ve got the bull horrors again—my hands won’t stop trembling and I keep hearing voices after I tried to quit drinking last week.",bull horrors,slang,medslangbert,0,1
"Doctor, I can't sleep and I keep seeing things that aren't there; it feels like the jams are hitting me hard.",jams,slang,medslangbert,1,0
My husband's been shaking and sweating for two days since he stopped drinking—I think he's got the jams.,jams,slang,medslangbert,1,0
"My son's been through detox before, but this time the uglies hit him so hard he couldn't even hold a glass of water.",Uglies,slang,medslangbert,1,0
"Doctor, my husband hasn't had a drink in three days and now he's shaking, sweating, and seeing things—I think he's got the uglies bad.",Uglies,slang,medslangbert,1,0
"Doctor, I think I’ve got the black dog again—my hands won’t stop shaking since I stopped drinking three days ago.",Black dog,slang,medslangbert,0,1
"My husband hasn’t had a drop in 48 hours, and now he’s seeing things and sweating like crazy—could this be the black dog?",Black dog,slang,medslangbert,0,1
"Doctor, I think I’ve got the jimjam jimmies—I can’t stop sweating, my heart’s racing, and I feel like bugs are crawling on me.",Jimjam jimmies,slang,medslangbert,0,1
"Doc, my husband’s been shaking and seeing things for two days since he stopped drinking—I’m worried it’s the jimjam jimmies.",Jimjam jimmies,slang,medslangbert,0,1
"Doctor, my husband's hands have been shaking so bad he can't hold a coffee cup—I think he's got the ducks and drakes after trying to quit drinking cold turkey last week.",ducks and drakes,slang,medslangbert,0,1
"Doctor, I've been sweating buckets and seeing things out of the corner of my eye ever since I stopped my daily whiskey—could this be what you call the ducks and drakes?",ducks and drakes,slang,medslangbert,0,1
"Doctor, my husband hasn't had a drink in three days and now he's shaking and sweating—I think he's in the blues.",in the blues,slang,medslangbert,0,1
"Doctor, I've been trying to quit on my own but since yesterday I can't stop trembling and my heart's racing—I'm pretty sure I'm in the blues.",in the blues,slang,medslangbert,0,1
"Doctor, I think my husband has got the snakes in the boots—he hasn't had a drink in two days and now his hands are shaking like crazy.",Snakes in the boots,slang,medslangbert,0,1
"I'm here with my brother, doc—he's sweating and seeing things, and I'm worried it's the snakes in the boots after he quit cold turkey.",Snakes in the boots,slang,medslangbert,0,1
"Doctor, I'm really scared, I stopped drinking cold turkey yesterday and now I feel like everything's spinning—could this be the whirling triangles?",Whirling triangles,slang,medslangbert,0,1
"Doctor, my husband hasn't had a drink in two days and now he's seeing things that aren't there—I think it might be the whirling triangles.",Whirling triangles,slang,medslangbert,0,1
"I’m here for my father—he’s had the shiver'n'shakes real bad the last two mornings, and I’m worried it’s from him trying to quit the bottle on his own.",Shiver'n'shakes,slang,medslangbert,0,1
"Doctor, I think my husband’s got the shiver'n'shakes again—he’s been shaking and sweating since he stopped drinking three days ago.",Shiver'n'shakes,slang,medslangbert,0,1
"I'm here for my dad, doctor—he's been sweating and his heart's racing, and I'm worried it's the blue flame after he stopped drinking cold turkey.",Blue flame,slang,medslangbert,0,1
"Doctor, I think my husband's got the blue flame—he hasn't had a drink in two days and now he's shaking and seeing things.",Blue flame,slang,medslangbert,0,1
"Doctor, my husband's been shaking and sweating ever since he stopped drinking—I'm worried it might be the joe morgans.",joe morgans,slang,medslangbert,0,1
"Doctor, I can't stop my hands from trembling and I feel like my heart's racing—I think I'm going through the joe morgans after quitting the bottle.",joe morgans,slang,medslangbert,0,1
"""My hands won't stop trembling and I feel like bugs are crawling on my skin; could this be those 'alky rats' you warned me about last time?""",Alky rats,slang,medslangbert,0,1
"""Doc, I haven't had a drink in two days and now I'm seeing things and shaking like crazy—I think the 'alky rats' are finally catching up to me.""",Alky rats,slang,medslangbert,0,1
My dad's been sweating and confused since he stopped drinking last night—could this be the admiral of the blue?,admiral of the blue,slang,medslangbert,0,1
"Doctor, I think my husband's got the admiral of the blue—he hasn't had a drink in two days and now he's shaking and seeing things.",admiral of the blue,slang,medslangbert,0,1
"I'm really struggling, doc—every morning I get 'em with the sweats and the jitters, and I can't even look at a glass of water without my stomach turning.",get ’em,slang,medslangbert,0,1
"Doctor, my husband's hands have been shaking so bad he can't hold a cup steady—I think he's starting to get 'em from stopping the whiskey cold turkey.",get ’em,slang,medslangbert,0,1
"I've been feeling jumpy and my hands won't stop trembling, doc; I'm worried this whoops and jingles is getting worse since I tried to quit on my own.",Whoops and jingles,slang,medslangbert,0,1
"Doctor, my husband's been shaking and sweating all night, and he keeps saying he's seeing things—I think he's got the whoops and jingles from stopping his drinking cold turkey.",Whoops and jingles,slang,medslangbert,0,1
"Doctor, I think my husband is going through the horrors—he’s been shaking and seeing things since he stopped drinking last night.",horrors,slang,medslangbert,1,0
"I’m worried about my dad—he’s sweating and his hands won’t stop trembling, could this be the horrors from his alcohol withdrawal?",horrors,slang,medslangbert,1,0
"I'm here for my father; he stopped drinking cold turkey last week and now he can't sleep, sweats all night, and his hands won't stop trembling—sounds like the joe blakes to me.",joe blakes,slang,medslangbert,0,1
