sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword
uwielbiam montaz tego filmu to jak przedstawiliscie kazde zwierze i te karty z opisem kazdego albo wizualizacja tego krokodyla w ciemnosci po prostu wow szacun chlopaki,szacun,slang,polish_youth_slang_classification,1,0
"–Oliwka to prawdziwa kokoszka – piękna i zawsze pełna mądrych pomysłów. –Tak, jej inteligencja i urok naprawdę przyciągają uwagę.",Kokoszka,slang,polish_youth_slang_classification,1,0
"-Ty kurwa mordo. Zaraz kartkówka z polszy A ja zero na blachę. -Kałabanga ziomeczku, patrz jakie ściągi przygotowałem. -O chuj, najs!",kałabanga,slang,polish_youth_slang_classification,1,0
"-Znowu odrzucili mi projekt, ja pierdolę, spada mi sanity. -Te projekty są nieobowiązkowe. -Sanity w górę!",Sanity,slang,polish_youth_slang_classification,1,0
Ta jedna typiara jakie questy se odpala.,typiara,slang,polish_youth_slang_classification,1,0
ok bet,bet,slang,polish_youth_slang_classification,1,0
"- Jeszcze dwie lekcje... - No, a potem kopa w dupę i do domu. - No i gitara.",Kopa w dupę i do domu.,slang,polish_youth_slang_classification,0,1
Ogromne gratulacje Karol! Byc docenionym przez krola internetu ...sztos.,sztos,slang,polish_youth_slang_classification,1,0
To jest ta słynna madka z memów.,madka,slang,polish_youth_slang_classification,1,0
- Ej stary widziałeś z kim umawia się Kamil.. ona jest gruba. - Stary to jest Turecka Inwestycja. - Aaa teraz to ja rozumie.,Turecka Inwestycja,slang,polish_youth_slang_classification,0,1
"Najsłodsze, co dzisiaj zobaczyłam, to operator rozczulający się nad Majusiasoooo cute.",cute,slang,polish_youth_slang_classification,1,0
- Elo mordo co robisz? - Opierdoling,Opierdoling,slang,polish_youth_slang_classification,1,0
"- Stary chodź się bawić, to taki dobry melanż! - Niee wolę sobie tu zostać spoko - Ale z ciebie stypowicz",Stypowicz,slang,polish_youth_slang_classification,1,0
"Jazd, legancko z patusiarą.",legancko,slang,polish_youth_slang_classification,1,0
"Sigma, ma tatuaż z Władcy Pierścieni.",sigma,slang,polish_youth_slang_classification,1,0
ale ten gość jest goat'em,goat,slang,polish_youth_slang_classification,1,0
- Dobra Eluwa z Fartem Mordo - Dziękuwa mordeczko elo,Z fartem mordo,slang,polish_youth_slang_classification,0,1
- Ty kurwa jesteś pierdolony Pavarotti? Musisz tak głośno gadać?,Pavarotti,slang,polish_youth_slang_classification,1,0
"Kurła, kiedyś to było",Kurła,slang,polish_youth_slang_classification,1,0
-Ej mordo idziemy na matmę. -Chyba pacha cię swędzi.,Pacha cię swędzi.,slang,polish_youth_slang_classification,0,1
"-Ej stary nauczyłeś się na dzisiejszy egzamin śródroczny? -Stuuuła -racja, to tylko 5% oceny rocznej",Stuuuła,slang,polish_youth_slang_classification,1,0
"Rzygam już tym Revolutem i im go więcej, tym bardziej nie mam ochoty go pobierać.",rzygam,slang,polish_youth_slang_classification,1,0
ale rizzler z tego Maćka,rizzler,slang,polish_youth_slang_classification,1,0
- Co tak się martwisz? - Dzisiaj stary poszedł na wywiadówkę zamiast matki,Stary,slang,polish_youth_slang_classification,1,0
"- Ta chemia to gówno jest przecież. - No oczywiście, tam jakiś kurde faszyzm panuje.",Faszyzm,slang,polish_youth_slang_classification,1,0
"Jacyś gówniarze zrobili włam do piwnicy, zginął mi rower i narty.",włam,slang,polish_youth_slang_classification,1,0
O kurwa Top Model wersja kidos.,kidos,slang,polish_youth_slang_classification,1,0
- Przyjął bym jeszcze kreskę bo czuje jak powoli Garb mi rośnie. - Stary ja to już od dłuższego czasu siedzę taki garbaty że nic nie mów.,Garb,slang,polish_youth_slang_classification,1,0
"Ej mam keczonez, chcecie?",Keczonez,slang,polish_youth_slang_classification,1,0
Pogoda jest git,git,slang,polish_youth_slang_classification,1,0
"Ale buba z tego pieska, jest taki uroczy.",Buba,slang,polish_youth_slang_classification,1,0
"Jak zobaczyłam tylu fajnych influ, takich jak Gimper, Julia Machunik i Dominika Rybak, to aż mi się oglądać zachciało.",influ,slang,polish_youth_slang_classification,1,0
- Widziałeś? Wczoraj zrobili sobie wspólne świąteczne pieczenie pierników! - Japierdole ale zwajbione. Też musimy to zrobić.,Zwajbione,slang,polish_youth_slang_classification,1,0
"Do jasnej, Jasiek, uspokój ten swój syndrom chopinowski",Syndrom chopinowski,slang,polish_youth_slang_classification,0,1
- Zrobiłem tamtą pracę na zasadzie masz babo i się ciesz.,Masz babo i się ciesz,slang,polish_youth_slang_classification,0,1
"Uzależnieniec i mocny zbok, i zbuntowana matka tak w skrócie xddd.",zbok,slang,polish_youth_slang_classification,1,0
"- No nie mogę zaraz coś rozjebie i się kurwa skończy - Ej stary uspokój się, męski okres masz?",Męski okres,slang,polish_youth_slang_classification,0,1
"-Stary, słyszałeś że w tym miesiącu wychodzi GTA 6? -Co? Kto ci tak powiedział? -No Michał, powiedział, że Rockstar sami to potwierdzili. -Daj spokój, to taki mitoman...",Mitoman,slang,polish_youth_slang_classification,1,0
Tak jak nie znalam tak teraz polubilam... i ciebie Rezi i to co zrobiles bo Sabotażysta to sztos.,sztos,slang,polish_youth_slang_classification,1,0
-Mateusz ostatnio po pijaku mówił że się wykastrował nożyczkami -A to orygenes,Orygenes,slang,polish_youth_slang_classification,1,0
"- Co to za moc? - Wiesz co, to jest zerówka.",Zerówka,slang,polish_youth_slang_classification,1,0
"-Ostatnio strasznie dużo kamikaze jest na Mickiewicza -No, wczoraj prawie jakiegoś rozjechałem",Kamikaze,slang,polish_youth_slang_classification,1,0
"Super forma, byku",forma,slang,polish_youth_slang_classification,1,0
Ej widziałeś nową piosenkę szpaka? -imo zajawa mnie to jara,imo zajawa mnie to jara,slang,polish_youth_slang_classification,0,1
"-Te stary co to za sikacz? -Nie wiem, smakuje jak gówno ale tani był, Łynia?",Łynia?,slang,polish_youth_slang_classification,1,0
"Super wszystko nagrane, skadrowane. Fajne ujęcia, montaż wszystko na poziomie top.",top,slang,polish_youth_slang_classification,1,0
- Idziemy na skatepark? - Keykey!,keykey,slang,polish_youth_slang_classification,1,0
"- Bruh, sprawdź ten beat, jest lit!",Beat,slang,polish_youth_slang_classification,1,0
"— A ja bym się pozbył zadań domowych ze szkół. — Oo, to ty jakiś platformiany, ta?",Platformiany,slang,polish_youth_slang_classification,1,0
Twój ostatni outfit był mega slay.,slay,slang,polish_youth_slang_classification,1,0
-Co tam masz -chiperki -to będziesz miał wyżerkę,Chiperki,slang,polish_youth_slang_classification,1,0
- Ogólnie film jest mocno mid - reluwa,reluwa,slang,polish_youth_slang_classification,1,0
No i bajlando,bajlando,slang,polish_youth_slang_classification,1,0
- Stary pomóż strzelają do mnie! - Poczekaj. - Na co? - Mam pokaz slajdów.,Pokaz Slajdów,slang,polish_youth_slang_classification,0,1
"taki szlauf to w ogole nie powinien sie zblizac do meczetu, haram",szlauf,slang,polish_youth_slang_classification,1,0
"-Jak tam twoja dziewczyna? -A wiesz, jak Czeska marynarka wojenna",Czeska Marynarka Wojenna,slang,polish_youth_slang_classification,0,1
"- Ej, stary, no i jak ta laska? - Kurde chłopie, ekstra. Nogi do nieba, figura jak u modelki, tyłeczek jest, cycki są, no ideolo, mówię ci.",Ideolo,slang,polish_youth_slang_classification,1,0
Ale z ciebie giga sigma,sigma,slang,polish_youth_slang_classification,1,0
Kurde on jest jakiś niepełnosprytny,niepełnosprytny,slang,polish_youth_slang_classification,1,0
- Ale bym browar przechylił - To co chylone jakieś?,Chylone,slang,polish_youth_slang_classification,1,0
"Ta laska to hit xd 2 lata w Australii, a już jaki akcent.",hit,slang,polish_youth_slang_classification,1,0
"Twoja radość i ta zajawka chwyta za serce! Ale się jaram tym filmikiem, Twoim zachwytem i serio liczę, że coś się wydarzy jeszcze grubego po tym filmie!",zajawka,slang,polish_youth_slang_classification,1,0
- Idę podlać kwiatki wrócę za 5 minut - Spoko nie ma problemu,Podlać kwiatki,slang,polish_youth_slang_classification,0,1
- Słyszysz co ten ziomek puszcza - No totalna radiówa nic ciekawego,Radiówa,slang,polish_youth_slang_classification,1,0
"-Piszesz jak egipski malarz -Oj tam, szczegóły",egipski malarz,slang,polish_youth_slang_classification,0,1
"- Znowu te chińskie bajki oglądasz? - To nie są bajki!!! I nie chińskie, tylko japońskie!!!",Chińskie bajki,slang,polish_youth_slang_classification,0,1
- Ale ten kotek jest cute,Cute,slang,polish_youth_slang_classification,1,0
- Siema bratku - Namastessa,namastessa,slang,polish_youth_slang_classification,1,0
- Rzuciła mnie dziewczyna. Teraz muszę fapać przed komputerem.,Fapać,slang,polish_youth_slang_classification,1,0
Cyce babie widać w 5 sekundzie filmu lol.,cyce,slang,polish_youth_slang_classification,1,0
-Widzisz tę laskę co stoi na przejściu? -Nooo. Niezła sasanka.,sasanka,slang,polish_youth_slang_classification,1,0
"-Elo,gdzie teraz idziesz? Do domu czy gdzie? -Przecież lekcje juz się skończyły to gdzie mam iść jak nie do domu? -No niby tak, ale problem ten można rozpatrywać wieloaspektowo... -Oj, weź już zatkaj rurę",Zatkaj rurę,slang,polish_youth_slang_classification,0,1
Sabotażysta i Raft odrazu nie no petarda.,petarda,slang,polish_youth_slang_classification,1,0
Patrz jaki mogger idzie,mogger,slang,polish_youth_slang_classification,1,0
-Ziomek idziemy na Melo -Prosta piła -No to super,Prosta piła,slang,polish_youth_slang_classification,0,1
"- Stary sprawa, moge się o coś spytać? - Wal",Wal,slang,polish_youth_slang_classification,1,0
- Słyszałeś że Agnieszka opierdoliła kiełbachę Rafonowi? - Jemu też? Ale z niej spermokap jebany...,Spermokap,slang,polish_youth_slang_classification,1,0
"Rezi nie zawodzisz świetny program, mój ulubiony sezon bardzo podobała mi się ta współpraca i to że nie skreślili Górala i mu pomogli Kali totalna sigma.",sigma,slang,polish_youth_slang_classification,1,0
"-Ten Patryk chyba dziany jest, widziałaś jaką furą zajechał? -Co ty, o zwykły parobek. Całe wakacje tyrał dla Niemca żeby się teraz popisywać...",Parobek,slang,polish_youth_slang_classification,1,0
"- Ziomek, wygrałem 50 zł w drapce! - Ło baben! Idziemy pić!",Ło Baben!,slang,polish_youth_slang_classification,0,1
- Win 10 killi!!! Essa! - Nie drzyj się frajerze i tak jesteś słaby,Essa,slang,polish_youth_slang_classification,1,0
"Rozmowa dwóch kolegów: -Krzyśkowi odjebało na punkcie sportu -No, znowu z nim kontaktu nie ma pewnie na Biegging poszedł",Biegging,slang,polish_youth_slang_classification,1,0
"I to jest pomoc, a nie latanie po wakacjach, ciuchy i marnowanie kasy i pokazywanie, że mam kasę i mnie stać . Dobra robota, brawo.",kasy,slang,polish_youth_slang_classification,1,0
CU l8ter ;),CU,slang,polish_youth_slang_classification,1,0
- Widziałaś nowy reality show na TVN? - Wytrzymałam może 5 minut. Ale cringe!,Cringe,slang,polish_youth_slang_classification,1,0
"-Stary, na matmie zabrakło mi pół punkta do dwójki. -Ja bebole, znowu?",Ja bebole,slang,polish_youth_slang_classification,0,1
czy stwierdzenie wiecej sprzetu niz talentu bedzie pasowac? pozdro!,pozdro,slang,polish_youth_slang_classification,1,0
"-Może wejdę na ten płaskoziemski film i zobaczę, jakimi ""argumentami"" ci troglodyci się karmią... -Boże... jaka mitomania! Że jak niby to Słońce im ten naleśnik okrąża?!",Mitomania,slang,polish_youth_slang_classification,1,0
"Kuźwa, zgadłam sabo, ale jaja xddddddddddd mocna edycja, mega mocna. Krystianowi serio należała się wygrana, wielkie gratulacje.",jaja,slang,polish_youth_slang_classification,1,0
- Siema daj mi odspawać. - Nie ma sprawy.,Odspawać,slang,polish_youth_slang_classification,1,0
-Stary idziemy chlać -Pronto mordo!,Pronto mordo,slang,polish_youth_slang_classification,0,1
"Sabotażysta to bez dwóch zdań najlepsza seria na YouTube. Kiedy zobaczyłem, że wychodzi 3. edycja, od razu wiedziałem, że będzie sztos. Dziękuję, że to kontynuujecie - nie mogę się doczekać, co tym razem się wydarzy.",sztos,slang,polish_youth_slang_classification,1,0
kot jakich malo czekamy na nastepne wyzwania,kot,slang,polish_youth_slang_classification,1,0
"Jestem trochę geek, trochę nie",geek,slang,polish_youth_slang_classification,1,0
tylko z tymi ebookami zeby nie bylo jak z pewnym influ xdddd,influ,slang,polish_youth_slang_classification,1,0
Zioło jednoczy ludzi.,Zioło,slang,polish_youth_slang_classification,1,0
co chwile leci pelen szacun dla ciebie pelna profeska,szacun,slang,polish_youth_slang_classification,1,0
- Jak tu duszno. - Nie wiedziałeś że sauna w gratisie jest?,Sauna w gratisie,slang,polish_youth_slang_classification,0,1
"- Szczęść Boże, wniosek formalny - Kurwa znowu ten gaśniczak sie odezwał",Gaśniczak,slang,polish_youth_slang_classification,1,0
- Ale się najadłam! - Noo ale masz wielki bebzol!,Bebzol,slang,polish_youth_slang_classification,1,0
"- Widziałeś ostatnio Wanie? - To nie wiesz? Wyjechał i robi karierę we Włoszech, projektuje teraz kurtki dla Monclera. - No skąd, nic nie wiedziałem! Gruby sycioch z niego od zawsze był.",Sycioch,slang,polish_youth_slang_classification,1,0
"Ten typ muzyki to ty!! Bardzo się przyjemnie tego słucha, teledysk petarda! Powodzenia!",petarda,slang,polish_youth_slang_classification,1,0
-O kurwa stary psiarskie jadą -PEŁNA DZIDA ZANIM NAS ZŁAPIĄ,Pełna dzida,slang,polish_youth_slang_classification,0,1
- Zaprosić Nowaka na imprezę ? - A po chuj ? Przecież to jebany przegryw.,Przegryw,slang,polish_youth_slang_classification,1,0
-Czy może mi ktoś wytłumaczyć dlaczego ta zasada nie działa po mojej myśli? -Weź przestań rachetować i graj,Rachetować,slang,polish_youth_slang_classification,1,0
Ten mongoł siedzi cały dzień i się gapi w telewizor zamiast się uczyć!,Mongoł,slang,polish_youth_slang_classification,1,0
"Mordo,idziemy na bojo? Nie,bo pizga jak w kieleckim",pizga jak w kieleckim,slang,polish_youth_slang_classification,0,1
- Mati! Co ty? Przecież jestem twoim bratem. - Kieszlunek nie ma rodziny...,Kieszlunek,slang,polish_youth_slang_classification,1,0
Chodzi w moim hoodie,hoodie,slang,polish_youth_slang_classification,1,0
"-Siema stary -Siema, co tam słychać? -Wszystko po staremu - dziwki tańczą, koks się sypie","Dziwki tańczą, Koks się sypie",slang,polish_youth_slang_classification,0,1
Pięknie wyglądacie na tej premierze. Piosenka cute.,cute,slang,polish_youth_slang_classification,1,0
Piotrek zdecydował się wyjść z szafy.,Wyjść z szafy,slang,polish_youth_slang_classification,0,1
Szczerze? Karol ty jesteś taki mastermind!,mastermind,slang,polish_youth_slang_classification,1,0
"- Stary, możesz powtórzyć? Tak bełkoczesz, że nie zrozumiałem ni ciula, o czym ty do mnie mówisz.",ni ciula,slang,polish_youth_slang_classification,0,1
Nawet nie zliczę jaki hajs wyjebałem w piach,hajs,slang,polish_youth_slang_classification,1,0
-Dostałem iphone'a 8 -Pierdolenie kota w ogon,Pierdolenie kota w ogon,slang,polish_youth_slang_classification,0,1
"Poczekaj, zaraz wracam tylko zobaczę co stara ode mnie chce.",Stara,slang,polish_youth_slang_classification,1,0
"- Ale śmieszna zabawka - Noo, fajne takie małe gówienko, ale tylko na 5 minut",małe gówienko,slang,polish_youth_slang_classification,0,1
"Problem z Magicalem w takim programie to znalezienie mu pokusy. No nie oszukujmy się, kto chciałby tego ogra kusić? xd",ogra,slang,polish_youth_slang_classification,1,0
"W końcu steryd, dzik odpadł.",dzik,slang,polish_youth_slang_classification,1,0
"- Chłopie, patrz na mojego nowego psa. - No, bunkrów nie ma...",Bunkrów nie ma...,slang,polish_youth_slang_classification,0,1
"Cringe total, gdyby nie Michu wyłączyłbym to od razu na starcie.",cringe,slang,polish_youth_slang_classification,1,0
"- Duże chmury robi twój box? - Tak, spróbuj sobie",Box,slang,polish_youth_slang_classification,1,0
"-ty przyćmiony chyba -owszem, gibona jarałem rano",przyćmiony,slang,polish_youth_slang_classification,1,0
Ale z niego simp,simp,slang,polish_youth_slang_classification,1,0
"Ale dojebane animacje Rezi trzymaj sie wariacie, Góral sigma Martirenti świnia.",sigma,slang,polish_youth_slang_classification,1,0
Z tymi diamentami taka chujoza xd.,chujoza,slang,polish_youth_slang_classification,1,0
"Jak bym miała na kierunku takich ludzi jak ta typiara ze szkoły, to chyba bym je rzuciła.",typiara,slang,polish_youth_slang_classification,1,0
- Zdaję z chemii - No i vamos,Vamos,slang,polish_youth_slang_classification,1,0
"- Nie uważasz, że ostatni iks T-ckiego był trochę niepotrzebny? - Nie trochę tylko bardzo",iks,slang,polish_youth_slang_classification,1,0
"- Stary, ale mam sztylet w dupie - to ile nie srałeś - no ze 3 dni",Sztylet w dupie,slang,polish_youth_slang_classification,0,1
"Ale beka z Jacka. Jakaś locha się do niego przystawia, a on stara się ją unikać cały wieczór :)",Locha,slang,polish_youth_slang_classification,1,0
"Zapytałem ją gdzie była, ta że u mamy, łże jak bura suka, myślisz że nie wiem gdzie Kasiunia spędza wieczory?",łże jak bura suka,slang,polish_youth_slang_classification,0,1
"- Ty! Aleś zrobił hajcung, teraz w biurze mamy saunę.",Hajcung,slang,polish_youth_slang_classification,1,0
"Cudowna nuta, tworzysz cudowne piosenki.",nuta,slang,polish_youth_slang_classification,1,0
"Masz chłopie 28 lat, nagrywasz już tak duży czas ba YouTube, a ty wylatujesz z filmikiem kto zje najwięcej hamburgerów? To taki kontent pierwszych początków Ekipy czyli przeruchany na miarę możliwości, ewidentnie się wypaliłeś i nie masz już pomysłów na filmy, ale nie przyznasz się do tego bo pójście do normalnej pracy na etat to dla wqs horror nie do zniesienia.",przeruchany,slang,polish_youth_slang_classification,1,0
"-Ej wiecie, że Wojtek nie ma dziewczyny -Utkaj",Utkaj,slang,polish_youth_slang_classification,1,0
Przestań kiepować do doniczki na kwiaty!,Kiepować,slang,polish_youth_slang_classification,1,0
- Ej marek trza ogarnąć pizze! - Dobra już dzwonię.,Trza,slang,polish_youth_slang_classification,1,0
"- sporo wyciąga te twoje moto, ładnie idzie i mocno kopie - a ty masz swoje moto? - zamierzam kupić z uzbieranej kasy, majster, odkładam grosz do grosza - A ile pali twoje moto? - 69 dB",Moto,slang,polish_youth_slang_classification,1,0
Ziomal od ananasa to jest totalny GOAT.,goat,slang,polish_youth_slang_classification,1,0
Jadę do Warszawy jeść papier,Jeść papier,slang,polish_youth_slang_classification,0,1
"No i essa, odcinek palonko i jedzonko idealnie.",essa,slang,polish_youth_slang_classification,1,0
To jest topka moich ulubionych odcinków.,topka,slang,polish_youth_slang_classification,1,0
"Ten buty Nike'a były z bardzo rzadkiej kolekcji, ale oddał je za 5 kresek i 2 klony",5 kresek i 2 klony,slang,polish_youth_slang_classification,0,1
Ja pierdolę to jury to mocne w ciul.,W ciul,slang,polish_youth_slang_classification,0,1
"- Jeju, jak mi się chce spać. To przez tego Netflixa do pierwszej w nocy. - Jaka z ciebie Netflixiara",Netflixiara,slang,polish_youth_slang_classification,1,0
- Czy ty też to widziałeś! - Nie wierzę. Pog!,Pog,slang,polish_youth_slang_classification,1,0
- Kurwa zdałem matme - Fonsi,Fonsi,slang,polish_youth_slang_classification,1,0
"Niestety, z Kaśką to było jak wpaść na minę.",wpaść na minę,slang,polish_youth_slang_classification,0,1
-Ej ten typ to jakiś bociak -Faktycznie gra jak gracjan zabijamy go,Bociak,slang,polish_youth_slang_classification,1,0
-Co on taki niewyraźny? -Pewnie uspawany lufą,Uspawany,slang,polish_youth_slang_classification,1,0
"Sami motacie uczestników, że muszą wykonać karniaka, serio chcecie tak to organizować i przedstawiać? Oni czekają na wasze instrukcje, to wy jesteście organizatorami, trochę odpowiedzialności ludzie, inaczej byłoby gdyby uczestnicy wiedzieli, że Miniony mogą ich robić w luja :p.",karniaka,slang,polish_youth_slang_classification,1,0
"- Nie wiem po co oni kupili tyle bananów, przecież za tydzień to się zmarnuje - Racja, niezłe sasinalia odjebali",Sasinalia,slang,polish_youth_slang_classification,1,0
"Wczoraj tak się spaliłem, że gastrofaza mi się włączyła i pół lodówki wyżarłem",Gastrofaza,slang,polish_youth_slang_classification,1,0
"- Ja pierdolę, skąd masz tyle pieniędzy? - No na pewno kurwa wysrałem.",Wysrałem,slang,polish_youth_slang_classification,1,0
-otwieraj to piwo bo jebla idzie dostać od tego czekania,Jebla idzie dostać,slang,polish_youth_slang_classification,0,1
- wlewasz wock do sprita i masz lean,Wock,slang,polish_youth_slang_classification,1,0
"Mówisz, że nie zaprosiłabyś Marianny, Pauliny i Oli Tomali - dlaczego? Co one personalnie ci zrobiły? Przecież Agnieszka Kotońska, Ola Ciupa i Magda też (słusznie) krytykowały twoje psiapsi Liz, Elizkę i Agnieszkę Kaczorowską. Zgadzam się z opinią Magdy: bardzo się zmieniłaś po zmianie campu. Z perspektywy osób trzecich większy toxic vibe bił raczej od uczestniczek z twojej drużyny. Po prostu dość łatwo dałaś się zmanipulować i sądzę, że gdyby zmiany campu nie było to w tym nagraniu wymieniłabyś Liz, Elizę i Agnieszkę Kaczorowską na miejsce imion trójki, która akurat tutaj padła.",psiapsi,slang,polish_youth_slang_classification,1,0
"Dalej wyczuwam taką niechęć i odsunięcie do Górala. Szkoda, że jakoś czuć od influ taką wyższość.",influ,slang,polish_youth_slang_classification,1,0
"-Ty, makumba kupił sobie BMW E36 za 3300zł, podobno shitbox w chuj -Fakt, miesiąc po kupnie musiał pajac wymieniać silnik bo panewki sie obróciły",shitbox,slang,polish_youth_slang_classification,1,0
byku takie sa najlepsze aby rosnac.... pewna czesc ciebie musi umrzec trzymaj sie byku i kibicuje,byku,slang,polish_youth_slang_classification,1,0
"- Magnus Calrsen to jednak skurwysyn, nie? - Kto ma odbyt ten sra, takie są fakty.",Kto ma odbyt ten sra,slang,polish_youth_slang_classification,0,1
"- Powiedziałem Aśce ,że się w niej kochasz. - Ale z ciebie Patafian.",Patafian,slang,polish_youth_slang_classification,1,0
OMG! Jak mogliście przegrać ten mecz?,OMG,slang,polish_youth_slang_classification,1,0
"W sam raz do obiadku, dzięki stary!",stary,slang,polish_youth_slang_classification,1,0
