sentence_id,sentence,candidate,cand_norm,cand_type,is_gold,token_pos,mt_score,mt_pred,is_named_entity,gold_terms,source_dataset,term_type,spanish_sentence,spanish_back_to_english_sentence,spanish_best_back_translation_word,spanish_fuzz_ratio,spanish_specialized,spanish_term_failed_to_translate,arabic_sentence,arabic_back_to_english_sentence,arabic_best_back_translation_word,arabic_fuzz_ratio,arabic_specialized,arabic_term_failed_to_translate,chinese_sentence,chinese_back_to_english_sentence,chinese_best_back_translation_word,chinese_fuzz_ratio,chinese_specialized,chinese_term_failed_to_translate,japanese_sentence,japanese_back_to_english_sentence,japanese_best_back_translation_word,japanese_fuzz_ratio,japanese_specialized,japanese_term_failed_to_translate,specialized_votes,normal_votes,lg_pred,masked sentence,subwords,number of subwords,candidate probability,candidate surprise,candidate avg surprise,top token,top token probability,gap,average gap,start word index,end word index,window start word index,window end word index,windowed_context,number of words,lg_score
3,"""Nice green candle forming""",Nice,nice,is_single_word,0,0,1.0,1,0.0,,crypto_slang_dataset,slang,Cera verde formando.,Emerald green forming.,green,22.22222222222222,1.0,0.0,الشمعة الخضراء الجميلة تتخذ شكلها.,The beautiful green candle takes its shape.,candle,40.0,1.0,0.0,美丽的绿色蜡烛形成,Beautiful green candles form.,candles,36.36363636363637,1.0,0.0,きれいな緑の燭台が形作る。,Beautiful green candelabra forms.,candelabra,28.57142857142857,1.0,0.0,4.0,0.0,0,<mask> green candle forming,▁nice,1.0,8.999934545340585e-05,9.31570816040039,9.31570816040039,-,0.07226423775561648,6.688282251358032,6.688282251358032,0.0,0.0,0.0,3.0,0.0,1.0,6.688282251358032
3,"""Nice green candle forming""",green,green,is_single_word,0,1,0.0,0,0.0,,crypto_slang_dataset,slang,Cera verde formando.,Emerald green forming.,green,100.0,0.0,0.0,الشمعة الخضراء الجميلة تتخذ شكلها.,The beautiful green candle takes its shape.,green,100.0,0.0,0.0,美丽的绿色蜡烛形成,Beautiful green candles form.,green,100.0,0.0,0.0,きれいな緑の燭台が形作る。,Beautiful green candelabra forms.,green,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
3,"""Nice green candle forming""",candle,candle,is_single_word,0,2,0.75,0,0.0,,crypto_slang_dataset,slang,Cera verde formando.,Emerald green forming.,emerald,30.76923076923077,1.0,0.0,الشمعة الخضراء الجميلة تتخذ شكلها.,The beautiful green candle takes its shape.,candle,100.0,0.0,0.0,美丽的绿色蜡烛形成,Beautiful green candles form.,candles,92.3076923076923,1.0,0.0,きれいな緑の燭台が形作る。,Beautiful green candelabra forms.,candelabra,62.5,1.0,0.0,3.0,1.0,0,,,,,,,,,,,,,,,,,0.0
3,"""Nice green candle forming""",forming,forming,is_single_word,0,3,0.75,0,0.0,,crypto_slang_dataset,slang,Cera verde formando.,Emerald green forming.,forming,100.0,0.0,0.0,الشمعة الخضراء الجميلة تتخذ شكلها.,The beautiful green candle takes its shape.,green,33.333333333333336,1.0,0.0,美丽的绿色蜡烛形成,Beautiful green candles form.,form,72.72727272727273,1.0,0.0,きれいな緑の燭台が形作る。,Beautiful green candelabra forms.,forms,66.66666666666667,1.0,0.0,3.0,1.0,0,,,,,,,,,,,,,,,,,0.0
4,"""That was a huge red candle""",That,that,is_single_word,0,0,0.0,0,0.0,,crypto_slang_dataset,slang,Eso fue una gran vela roja.,That was a big red flag.,that,100.0,0.0,0.0,كان ذلك شمعة حمراء ضخمة.,That was a huge red candle.,that,100.0,0.0,0.0,那是一个巨大的红色蜡烛,That was a huge red candle.,that,100.0,0.0,0.0,そのはとても赤いろうそくだった。,That was a very red candle.,that,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
4,"""That was a huge red candle""",was,was,is_single_word,0,1,0.0,0,0.0,,crypto_slang_dataset,slang,Eso fue una gran vela roja.,That was a big red flag.,was,100.0,0.0,0.0,كان ذلك شمعة حمراء ضخمة.,That was a huge red candle.,was,100.0,0.0,0.0,那是一个巨大的红色蜡烛,That was a huge red candle.,was,100.0,0.0,0.0,そのはとても赤いろうそくだった。,That was a very red candle.,was,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
4,"""That was a huge red candle""",a,a,is_single_word,0,2,0.0,0,0.0,,crypto_slang_dataset,slang,Eso fue una gran vela roja.,That was a big red flag.,a,100.0,0.0,0.0,كان ذلك شمعة حمراء ضخمة.,That was a huge red candle.,a,100.0,0.0,0.0,那是一个巨大的红色蜡烛,That was a huge red candle.,a,100.0,0.0,0.0,そのはとても赤いろうそくだった。,That was a very red candle.,a,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
4,"""That was a huge red candle""",huge,huge,is_single_word,0,3,0.5,0,0.0,,crypto_slang_dataset,slang,Eso fue una gran vela roja.,That was a big red flag.,big,28.57142857142857,1.0,0.0,كان ذلك شمعة حمراء ضخمة.,That was a huge red candle.,huge,100.0,0.0,0.0,那是一个巨大的红色蜡烛,That was a huge red candle.,huge,100.0,0.0,0.0,そのはとても赤いろうそくだった。,That was a very red candle.,red,28.57142857142857,1.0,0.0,2.0,2.0,0,,,,,,,,,,,,,,,,,0.0
4,"""That was a huge red candle""",red,red,is_single_word,0,4,0.0,0,0.0,,crypto_slang_dataset,slang,Eso fue una gran vela roja.,That was a big red flag.,red,100.0,0.0,0.0,كان ذلك شمعة حمراء ضخمة.,That was a huge red candle.,red,100.0,0.0,0.0,那是一个巨大的红色蜡烛,That was a huge red candle.,red,100.0,0.0,0.0,そのはとても赤いろうそくだった。,That was a very red candle.,red,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
4,"""That was a huge red candle""",candle,candle,is_single_word,0,5,0.25,0,0.0,,crypto_slang_dataset,slang,Eso fue una gran vela roja.,That was a big red flag.,a,28.57142857142857,1.0,0.0,كان ذلك شمعة حمراء ضخمة.,That was a huge red candle.,candle,100.0,0.0,0.0,那是一个巨大的红色蜡烛,That was a huge red candle.,candle,100.0,0.0,0.0,そのはとても赤いろうそくだった。,That was a very red candle.,candle,100.0,0.0,0.0,1.0,3.0,0,,,,,,,,,,,,,,,,,0.0
5,"""Let’s send it""",Let’s,let's,is_single_word,0,0,0.5,0,0.0,,crypto_slang_dataset,slang,"""Vamos a enviarlo""",We are going to send it.,we,28.57142857142857,1.0,0.0,أرسلوه.,Send them.,send,22.22222222222222,1.0,0.0,讓我們發送它,Let's send it.,let's,100.0,0.0,0.0,それを送ってみよう。,Let's try sending it.,let's,100.0,0.0,0.0,2.0,2.0,0,,,,,,,,,,,,,,,,,0.0
5,"""Let’s send it""",send,send,is_single_word,0,1,0.25,0,0.0,,crypto_slang_dataset,slang,"""Vamos a enviarlo""",We are going to send it.,send,100.0,0.0,0.0,أرسلوه.,Send them.,send,100.0,0.0,0.0,讓我們發送它,Let's send it.,send,100.0,0.0,0.0,それを送ってみよう。,Let's try sending it.,sending,72.72727272727273,1.0,0.0,1.0,3.0,0,,,,,,,,,,,,,,,,,0.0
5,"""Let’s send it""",it,it,is_single_word,0,2,0.25,0,0.0,,crypto_slang_dataset,slang,"""Vamos a enviarlo""",We are going to send it.,it,100.0,0.0,0.0,أرسلوه.,Send them.,them,33.333333333333336,1.0,0.0,讓我們發送它,Let's send it.,it,100.0,0.0,0.0,それを送ってみよう。,Let's try sending it.,it,100.0,0.0,0.0,1.0,3.0,0,,,,,,,,,,,,,,,,,0.0
6,"""People just farm and dump""",People,people,is_single_word,0,0,0.25,0,0.0,,crypto_slang_dataset,slang,"""Gente solo cultiva y descarta""",People only cultivate and discard.,people,100.0,0.0,0.0,المواطنون يزرعون فقط ويستسخرون.,Citizens only cultivate and harvest.,only,40.0,1.0,0.0,人們只耕作和棄置,People only cultivate and discard.,people,100.0,0.0,0.0,人々はただ農業を営み、廃棄物を捨てるだけです。,People only engage in agriculture and discard waste.,people,100.0,0.0,0.0,1.0,3.0,0,,,,,,,,,,,,,,,,,0.0
6,"""People just farm and dump""",just,just,is_single_word,0,1,1.0,1,0.0,,crypto_slang_dataset,slang,"""Gente solo cultiva y descarta""",People only cultivate and discard.,cultivate,30.76923076923077,1.0,0.0,المواطنون يزرعون فقط ويستسخرون.,Citizens only cultivate and harvest.,harvest,36.36363636363637,1.0,0.0,人們只耕作和棄置,People only cultivate and discard.,cultivate,30.76923076923077,1.0,0.0,人々はただ農業を営み、廃棄物を捨てるだけです。,People only engage in agriculture and discard waste.,waste,44.44444444444444,1.0,0.0,4.0,0.0,0,people <mask> farm and dump,▁just,1.0,3.953226428616837e-05,10.13839340209961,10.13839340209961,on,0.29089453578311714,8.90359890460968,8.90359890460968,1.0,1.0,0.0,4.0,0.0,1.0,8.90359890460968
6,"""People just farm and dump""",farm,farm,is_single_word,0,2,1.0,1,0.0,,crypto_slang_dataset,slang,"""Gente solo cultiva y descarta""",People only cultivate and discard.,discard,36.36363636363637,1.0,0.0,المواطنون يزرعون فقط ويستسخرون.,Citizens only cultivate and harvest.,harvest,36.36363636363637,1.0,0.0,人們只耕作和棄置,People only cultivate and discard.,discard,36.36363636363637,1.0,0.0,人々はただ農業を営み、廃棄物を捨てるだけです。,People only engage in agriculture and discard waste.,discard,36.36363636363637,1.0,0.0,4.0,0.0,0,people just <mask> and dump,▁farm,1.0,0.0007581086842052948,7.184683799743652,7.184683799743652,go,0.0555481097870951,4.294178009033203,4.294178009033203,2.0,2.0,0.0,4.0,0.0,1.0,4.294178009033203
6,"""People just farm and dump""",and,and,is_single_word,0,3,0.0,0,0.0,,crypto_slang_dataset,slang,"""Gente solo cultiva y descarta""",People only cultivate and discard.,and,100.0,0.0,0.0,المواطنون يزرعون فقط ويستسخرون.,Citizens only cultivate and harvest.,and,100.0,0.0,0.0,人們只耕作和棄置,People only cultivate and discard.,and,100.0,0.0,0.0,人々はただ農業を営み、廃棄物を捨てるだけです。,People only engage in agriculture and discard waste.,and,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
6,"""People just farm and dump""",dump,dump,is_single_word,0,4,1.0,1,0.0,,crypto_slang_dataset,slang,"""Gente solo cultiva y descarta""",People only cultivate and discard.,and,28.57142857142857,1.0,0.0,المواطنون يزرعون فقط ويستسخرون.,Citizens only cultivate and harvest.,and,28.57142857142857,1.0,0.0,人們只耕作和棄置,People only cultivate and discard.,and,28.57142857142857,1.0,0.0,人々はただ農業を営み、廃棄物を捨てるだけです。,People only engage in agriculture and discard waste.,and,28.57142857142857,1.0,0.0,4.0,0.0,0,people just farm and <mask> <mask>,▁du mp,2.0,8.6522133654554e-09,18.56545066833496,9.28272533416748,die .,0.01607553567355483,14.434993982315063,7.217496991157532,4.0,4.0,0.0,4.0,0.0,1.0,7.217496991157532
7,"""There's rotation into alts""",There's,there's,is_single_word,0,0,1.0,1,0.0,rotation,crypto_slang_dataset,slang,"""Hay rotación a alternativas""",There is rotation to alternatives.,there,83.33333333333334,1.0,0.0,يوجد دوران إلى البديلات,There is a rotation to the alternatives.,there,83.33333333333334,1.0,0.0,有转动进入替代,There is rotation entering the alternative.,there,83.33333333333334,1.0,0.0,アルツへの回転がある。,There is a rotation towards Alzheimer's.,there,83.33333333333334,1.0,0.0,4.0,0.0,0,<mask> <mask> <mask> rotation into alts,▁there ' s,3.0,2.35408987082527e-08,17.564526557922363,5.854842185974121,- the the,0.0005238191403648044,10.010162472724915,3.336720824241638,0.0,0.0,0.0,3.0,0.0,1.0,3.336720824241638
7,"""There's rotation into alts""",rotation,rotation,is_single_word,1,1,0.0,0,0.0,rotation,crypto_slang_dataset,slang,"""Hay rotación a alternativas""",There is rotation to alternatives.,rotation,100.0,0.0,0.0,يوجد دوران إلى البديلات,There is a rotation to the alternatives.,rotation,100.0,0.0,0.0,有转动进入替代,There is rotation entering the alternative.,rotation,100.0,0.0,0.0,アルツへの回転がある。,There is a rotation towards Alzheimer's.,rotation,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
7,"""There's rotation into alts""",into,into,is_single_word,0,2,1.0,1,0.0,rotation,crypto_slang_dataset,slang,"""Hay rotación a alternativas""",There is rotation to alternatives.,to,66.66666666666667,1.0,0.0,يوجد دوران إلى البديلات,There is a rotation to the alternatives.,to,66.66666666666667,1.0,0.0,有转动进入替代,There is rotation entering the alternative.,is,33.333333333333336,1.0,0.0,アルツへの回転がある。,There is a rotation towards Alzheimer's.,towards,36.36363636363637,1.0,0.0,4.0,0.0,0,there's rotation <mask> alts,▁into,1.0,0.00017056575185313413,8.676389694213867,8.676389694213867,of,0.3654017464783765,7.669631838798523,7.669631838798523,2.0,2.0,0.0,3.0,0.0,1.0,7.669631838798523
7,"""There's rotation into alts""",alts,alts,is_single_word,0,3,1.0,1,0.0,rotation,crypto_slang_dataset,slang,"""Hay rotación a alternativas""",There is rotation to alternatives.,alternatives,50.0,1.0,0.0,يوجد دوران إلى البديلات,There is a rotation to the alternatives.,alternatives,50.0,1.0,0.0,有转动进入替代,There is rotation entering the alternative.,alternative,40.0,1.0,0.0,アルツへの回転がある。,There is a rotation towards Alzheimer's.,a,40.0,1.0,0.0,4.0,0.0,0,there's rotation into <mask> <mask>,▁alt s,2.0,6.253126198204792e-06,11.982429027557373,5.9912145137786865,the .,0.0408785179245556,8.78527843952179,4.392639219760895,3.0,3.0,0.0,3.0,0.0,1.0,4.392639219760895
8,"""Alt season is here""",Alt,alt,is_single_word,0,0,1.0,1,0.0,,crypto_slang_dataset,slang,La temporada alta está aquí.,Peak season is here.,peak,28.57142857142857,1.0,0.0,الموسم الجديد هنا.,The new season is here.,the,33.333333333333336,1.0,0.0,赛季已经开始了。,The season has already begun.,already,40.0,1.0,0.0,アルトシーズンがやってくる。,The opera season is coming.,the,33.333333333333336,1.0,0.0,4.0,0.0,0,<mask> season is here,▁alt,1.0,1.1281176064166669e-07,15.99754524230957,15.99754524230957,The,0.1778158538668732,14.270538449287415,14.270538449287415,0.0,0.0,0.0,3.0,0.0,1.0,14.270538449287415
8,"""Alt season is here""",season,season,is_single_word,0,1,0.0,0,0.0,,crypto_slang_dataset,slang,La temporada alta está aquí.,Peak season is here.,season,100.0,0.0,0.0,الموسم الجديد هنا.,The new season is here.,season,100.0,0.0,0.0,赛季已经开始了。,The season has already begun.,season,100.0,0.0,0.0,アルトシーズンがやってくる。,The opera season is coming.,season,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
8,"""Alt season is here""",is,is,is_single_word,0,2,0.25,0,0.0,,crypto_slang_dataset,slang,La temporada alta está aquí.,Peak season is here.,is,100.0,0.0,0.0,الموسم الجديد هنا.,The new season is here.,is,100.0,0.0,0.0,赛季已经开始了。,The season has already begun.,has,40.0,1.0,0.0,アルトシーズンがやってくる。,The opera season is coming.,is,100.0,0.0,0.0,1.0,3.0,0,,,,,,,,,,,,,,,,,0.0
8,"""Alt season is here""",here,here,is_single_word,0,3,0.5,0,0.0,,crypto_slang_dataset,slang,La temporada alta está aquí.,Peak season is here.,here,100.0,0.0,0.0,الموسم الجديد هنا.,The new season is here.,here,100.0,0.0,0.0,赛季已经开始了。,The season has already begun.,the,57.14285714285714,1.0,0.0,アルトシーズンがやってくる。,The opera season is coming.,the,57.14285714285714,1.0,0.0,2.0,2.0,0,,,,,,,,,,,,,,,,,0.0
9,"""BTC dominance is rising""",BTC,btc,is_single_word,0,0,1.0,1,0.0,,crypto_slang_dataset,slang,"""La dominancia del BTC está aumentando""","""Bitcoin's dominance is increasing""",bitcoin's,50.0,1.0,0.0,حكمية البتكوين هي التي تزيد.,Bitcoin's dominance is increasing.,bitcoin's,50.0,1.0,0.0,比特币（BTC）占比正在上升。,The market share of Bitcoin (BTC) is rising.,btc,100.0,1.0,1.0,BTCの支配力は上昇中です。,Bitcoin's dominance is on the rise.,bitcoin's,50.0,1.0,0.0,4.0,0.0,0,<mask> <mask> <mask> dominance is rising,▁b t c,3.0,7.893485097235902e-12,25.564983367919922,8.521661122639975,The gender of,0.0010916663363487126,18.744933366775513,6.248311122258504,0.0,0.0,0.0,3.0,0.0,1.0,6.248311122258504
9,"""BTC dominance is rising""",dominance,dominance,is_single_word,0,1,0.25,0,0.0,,crypto_slang_dataset,slang,"""La dominancia del BTC está aumentando""","""Bitcoin's dominance is increasing""",dominance,100.0,0.0,0.0,حكمية البتكوين هي التي تزيد.,Bitcoin's dominance is increasing.,dominance,100.0,0.0,0.0,比特币（BTC）占比正在上升。,The market share of Bitcoin (BTC) is rising.,market,40.0,1.0,0.0,BTCの支配力は上昇中です。,Bitcoin's dominance is on the rise.,dominance,100.0,0.0,0.0,1.0,3.0,0,,,,,,,,,,,,,,,,,0.0
9,"""BTC dominance is rising""",is,is,is_single_word,0,2,0.0,0,0.0,,crypto_slang_dataset,slang,"""La dominancia del BTC está aumentando""","""Bitcoin's dominance is increasing""",is,100.0,0.0,0.0,حكمية البتكوين هي التي تزيد.,Bitcoin's dominance is increasing.,is,100.0,0.0,0.0,比特币（BTC）占比正在上升。,The market share of Bitcoin (BTC) is rising.,is,100.0,0.0,0.0,BTCの支配力は上昇中です。,Bitcoin's dominance is on the rise.,is,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
9,"""BTC dominance is rising""",rising,rising,is_single_word,0,3,0.75,0,0.0,,crypto_slang_dataset,slang,"""La dominancia del BTC está aumentando""","""Bitcoin's dominance is increasing""",increasing,62.5,1.0,0.0,حكمية البتكوين هي التي تزيد.,Bitcoin's dominance is increasing.,increasing,62.5,1.0,0.0,比特币（BTC）占比正在上升。,The market share of Bitcoin (BTC) is rising.,rising,100.0,0.0,0.0,BTCの支配力は上昇中です。,Bitcoin's dominance is on the rise.,rise,60.0,1.0,0.0,3.0,1.0,0,,,,,,,,,,,,,,,,,0.0
10,"""People are calling flippening""",People,people,is_single_word,0,0,0.0,0,0.0,flippening,crypto_slang_dataset,slang,"La gente está llamando a la ""flippening"".","People are calling it the ""flippening"".",people,100.0,0.0,0.0,الناس يصوتون على انقلاب.,The people vote on a coup.,people,100.0,0.0,0.0,人们正在呼吁“翻天覆地”（flipping）,"People are calling for a ""revolution"" (or ""earth-shattering"" change).",people,100.0,0.0,0.0,人々が「フリッピング」に呼びかけている。,"People are calling for ""Flipping"".",people,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
10,"""People are calling flippening""",are,are,is_single_word,0,1,0.25,0,0.0,flippening,crypto_slang_dataset,slang,"La gente está llamando a la ""flippening"".","People are calling it the ""flippening"".",are,100.0,0.0,0.0,الناس يصوتون على انقلاب.,The people vote on a coup.,a,50.0,1.0,0.0,人们正在呼吁“翻天覆地”（flipping）,"People are calling for a ""revolution"" (or ""earth-shattering"" change).",are,100.0,0.0,0.0,人々が「フリッピング」に呼びかけている。,"People are calling for ""Flipping"".",are,100.0,0.0,0.0,1.0,3.0,0,,,,,,,,,,,,,,,,,0.0
10,"""People are calling flippening""",calling,calling,is_single_word,0,2,0.25,0,0.0,flippening,crypto_slang_dataset,slang,"La gente está llamando a la ""flippening"".","People are calling it the ""flippening"".",calling,100.0,0.0,0.0,الناس يصوتون على انقلاب.,The people vote on a coup.,a,25.0,1.0,0.0,人们正在呼吁“翻天覆地”（flipping）,"People are calling for a ""revolution"" (or ""earth-shattering"" change).",calling,100.0,0.0,0.0,人々が「フリッピング」に呼びかけている。,"People are calling for ""Flipping"".",calling,100.0,0.0,0.0,1.0,3.0,0,,,,,,,,,,,,,,,,,0.0
