sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset,split,dataset_group,id
2 - توان نامي SVC 3 - هدف استفاده از SVC ( جبران توان راكتيو ، تثبيت ولتاژ ، حذف ‌ هارمونيك و ... ) 4 - تعداد كميات موردنظر براي اندازه‌گيري,SVC,acronym,sdu_aaai22_ae_persian,1,0,14,17,dev,persian,
در پایین صفحه نیز میانبرهایی به منوی کلیه برنامه‌ها ، و برنامه مرورگر وجود داشت . از این گذشته نقطه‌هایی که در گوشه‌های پایینی صفحه نمایش قرار داشت ، به کاربر نشان می‌داد که در کدامیک از این پنل‌ها قرار دارد . جالب اینکه پوسته‌های سفارشی شرکت‌ها چون HTC Sense نیز حاوی همین موارد بودند .,HTC,acronym,sdu_aaai22_ae_persian,1,0,250,253,dev,persian,
‫ ‪ ، 172 . 30 . 26 . 0 / 23 ‬ این مثال ابتدا ‪ LSDB ،‬ مربوط به ‪ R5 ‬ را نشان می دهد که با خالصه ‪ ASBR LSA ‬ آغاز می‬ ‫شود‪ .‬‬ ‫ ‪ ، OSPF ‬ با زیر شبکه ها ‬ ‫ به سمت ‬ ‫ ‪ EIGRP ‬‬ ‫ مثال ‪ : 3 - 11 ‬ باز توزیع از ‬,LSDB,acronym,sdu_aaai22_ae_persian,1,0,48,52,dev,persian,
‫ ‪ ، 172 . 30 . 26 . 0 / 23 ‬ این مثال ابتدا ‪ LSDB ،‬ مربوط به ‪ R5 ‬ را نشان می دهد که با خالصه ‪ ASBR LSA ‬ آغاز می‬ ‫شود‪ .‬‬ ‫ ‪ ، OSPF ‬ با زیر شبکه ها ‬ ‫ به سمت ‬ ‫ ‪ EIGRP ‬‬ ‫ مثال ‪ : 3 - 11 ‬ باز توزیع از ‬,EIGRP,acronym,sdu_aaai22_ae_persian,1,0,176,181,dev,persian,
‫ ‪ ، 172 . 30 . 26 . 0 / 23 ‬ این مثال ابتدا ‪ LSDB ،‬ مربوط به ‪ R5 ‬ را نشان می دهد که با خالصه ‪ ASBR LSA ‬ آغاز می‬ ‫شود‪ .‬‬ ‫ ‪ ، OSPF ‬ با زیر شبکه ها ‬ ‫ به سمت ‬ ‫ ‪ EIGRP ‬‬ ‫ مثال ‪ : 3 - 11 ‬ باز توزیع از ‬,OSPF,acronym,sdu_aaai22_ae_persian,1,0,137,141,dev,persian,
‫ ‪ ، 172 . 30 . 26 . 0 / 23 ‬ این مثال ابتدا ‪ LSDB ،‬ مربوط به ‪ R5 ‬ را نشان می دهد که با خالصه ‪ ASBR LSA ‬ آغاز می‬ ‫شود‪ .‬‬ ‫ ‪ ، OSPF ‬ با زیر شبکه ها ‬ ‫ به سمت ‬ ‫ ‪ EIGRP ‬‬ ‫ مثال ‪ : 3 - 11 ‬ باز توزیع از ‬,LSA,acronym,sdu_aaai22_ae_persian,1,0,106,109,dev,persian,
‫ ‪ ، 172 . 30 . 26 . 0 / 23 ‬ این مثال ابتدا ‪ LSDB ،‬ مربوط به ‪ R5 ‬ را نشان می دهد که با خالصه ‪ ASBR LSA ‬ آغاز می‬ ‫شود‪ .‬‬ ‫ ‪ ، OSPF ‬ با زیر شبکه ها ‬ ‫ به سمت ‬ ‫ ‪ EIGRP ‬‬ ‫ مثال ‪ : 3 - 11 ‬ باز توزیع از ‬,ASBR,acronym,sdu_aaai22_ae_persian,1,0,101,105,dev,persian,
K -NN بار محاسباتی زيادی را روی کامپيوتر قرار می دهد زيرا زمان محاسبه بصورت فاکتوريلی از تمام نقاط افزايش می يابد . درحاليکه بکابردن درخت تصميم يا شبکه عصبی برای يک مورد جديد فرايند سريعی است ، K -NN نياز به محاسبه جديدی برای هر مورد جديد دارد . برای افزايش سرعت K -NN معمولا تمام داده ها در حافظه نگه داری می شوند .,NN,acronym,sdu_aaai22_ae_persian,1,0,3,5,dev,persian,
در اينجا منظور از hybrid تركيبي از ROLAPو MDBMS طرح شده در MOLAPاست ابزار داراي بانك اطلاعاتي بزرگ و رادمان بالاتر نسبت به ROLAP مي باشد . استانداردهاي OLAP,OLAP,acronym,sdu_aaai22_ae_persian,1,0,152,156,dev,persian,
در اينجا منظور از hybrid تركيبي از ROLAPو MDBMS طرح شده در MOLAPاست ابزار داراي بانك اطلاعاتي بزرگ و رادمان بالاتر نسبت به ROLAP مي باشد . استانداردهاي OLAP,ROLAP,acronym,sdu_aaai22_ae_persian,1,0,123,128,dev,persian,
در اينجا منظور از hybrid تركيبي از ROLAPو MDBMS طرح شده در MOLAPاست ابزار داراي بانك اطلاعاتي بزرگ و رادمان بالاتر نسبت به ROLAP مي باشد . استانداردهاي OLAP,MOLAPا,acronym,sdu_aaai22_ae_persian,1,0,59,64,dev,persian,
در اينجا منظور از hybrid تركيبي از ROLAPو MDBMS طرح شده در MOLAPاست ابزار داراي بانك اطلاعاتي بزرگ و رادمان بالاتر نسبت به ROLAP مي باشد . استانداردهاي OLAP,ROLAPو,acronym,sdu_aaai22_ae_persian,1,0,35,40,dev,persian,
در اينجا منظور از hybrid تركيبي از ROLAPو MDBMS طرح شده در MOLAPاست ابزار داراي بانك اطلاعاتي بزرگ و رادمان بالاتر نسبت به ROLAP مي باشد . استانداردهاي OLAP,MDBMS,acronym,sdu_aaai22_ae_persian,1,0,42,47,dev,persian,
سیستم عامل بلک بری را شرکت بلک بری RIMسابق برای اسمارت فون های این شرکت طراحی کرده است . این سیستم عامل در ابتدا به دلیل بی رقیب بودن در پست الکترونیک مورد توجه قرار گرفت و پس از آن هنگامی که قابلیت های مجازی دنیای تجارت به آن اضافه شد ، توجه بسیاری از کاربران حرفه ای موبایل در سراسر جهان را به خود جلب کرد . اگر چه وسعت برنامه ها و بازی های این سیستم عامل به پای اندروید و سیستم عامل های دیگر نمی‌رسد ، اما امکانات بسیار خوبی مانند برقراری ارتباطی آسان میان موبایل و کامپیوتر ، قابلیت کار باشبکه های اجتماعی ، فروشگاه مجازی دنیای تجارت و سازگاری با بیشتر سرویس های ارسال و دریافت پیام ، این سیستم عامل را به یکی از محبوب ترین سیستم عامل های موبایل به ویژه نزد کاربرانی که از موبایل استفاده های مالی و تجاری می کنند ، بدل کرده است .,RIMس,acronym,sdu_aaai22_ae_persian,1,0,35,38,dev,persian,
البته دليل اين اسم شكل مدار تغذيه مي باشد . در اين استاندارد ولتاژ مورد استفاده 48 ولت ( DC ) است كه ولتاژ 12 ولت ( DC ) نيز ساخته شده است . اين سيستم ، جرياني حدود چندصد ميلي آمپر به سه روش زير براي ميكروفونهاي مدرن بوجود مي آورد :,DC,acronym,sdu_aaai22_ae_persian,1,0,89,91,dev,persian,
‫‪ R5 ‬ را برای ‪ 172 . 30 . 26 . 0 ‬ با جهش مشابه و اطالعات فاصل یکسان ‬ ‫ متعلق به ‬ ‫ آخرین دستور نیز مسیر ‪ IP ‬‬ ‫در ورودی ‪ RID 1 . 1 . 1 . 1 ‬ دستور قبلی نشان می دهد ‪ .‬‬ ‫ ‪ 3 - 3 - 4 ‬ بازتوزیع به سمت ‪ OSPF ‬ به شکل مسیرهای نوع ‪9 ‬‬,IP,acronym,sdu_aaai22_ae_persian,1,0,112,114,dev,persian,
‫‪ R5 ‬ را برای ‪ 172 . 30 . 26 . 0 ‬ با جهش مشابه و اطالعات فاصل یکسان ‬ ‫ متعلق به ‬ ‫ آخرین دستور نیز مسیر ‪ IP ‬‬ ‫در ورودی ‪ RID 1 . 1 . 1 . 1 ‬ دستور قبلی نشان می دهد ‪ .‬‬ ‫ ‪ 3 - 3 - 4 ‬ بازتوزیع به سمت ‪ OSPF ‬ به شکل مسیرهای نوع ‪9 ‬‬,RID,acronym,sdu_aaai22_ae_persian,1,0,130,133,dev,persian,
‫‪ R5 ‬ را برای ‪ 172 . 30 . 26 . 0 ‬ با جهش مشابه و اطالعات فاصل یکسان ‬ ‫ متعلق به ‬ ‫ آخرین دستور نیز مسیر ‪ IP ‬‬ ‫در ورودی ‪ RID 1 . 1 . 1 . 1 ‬ دستور قبلی نشان می دهد ‪ .‬‬ ‫ ‪ 3 - 3 - 4 ‬ بازتوزیع به سمت ‪ OSPF ‬ به شکل مسیرهای نوع ‪9 ‬‬,OSPF,acronym,sdu_aaai22_ae_persian,1,0,213,217,dev,persian,
زیرا زمانی که می‌توان با استفاده از استراتژی دنده خلاص به این حد سرعت دست یافت استفاده از مد ترمز مجاز نیست . میشه قبل از اعمال مد ترمز ، مطلوب است که تا حد امکان از دنده خلاص برای کاهش سرعت استفاده کرد . تمامی شکل‌های 15 . 5 ، 16 . 5 و 17 . 5 نشان می‌دهند که این فرآیند توسط سه الگوریتم تشخیص داده شده است ، اما ملاحظه می‌شود که ، الگوریتم NSGA - II عملکرد بهتری در این زمینه داشته است زیرا نسبت به MOPSO و KH تداوم دنده خلاص بیشتری قبل از مد ترمز دارد .,NSGA,acronym,sdu_aaai22_ae_persian,1,0,341,345,dev,persian,
زیرا زمانی که می‌توان با استفاده از استراتژی دنده خلاص به این حد سرعت دست یافت استفاده از مد ترمز مجاز نیست . میشه قبل از اعمال مد ترمز ، مطلوب است که تا حد امکان از دنده خلاص برای کاهش سرعت استفاده کرد . تمامی شکل‌های 15 . 5 ، 16 . 5 و 17 . 5 نشان می‌دهند که این فرآیند توسط سه الگوریتم تشخیص داده شده است ، اما ملاحظه می‌شود که ، الگوریتم NSGA - II عملکرد بهتری در این زمینه داشته است زیرا نسبت به MOPSO و KH تداوم دنده خلاص بیشتری قبل از مد ترمز دارد .,MOPSO,acronym,sdu_aaai22_ae_persian,1,0,400,405,dev,persian,
زیرا زمانی که می‌توان با استفاده از استراتژی دنده خلاص به این حد سرعت دست یافت استفاده از مد ترمز مجاز نیست . میشه قبل از اعمال مد ترمز ، مطلوب است که تا حد امکان از دنده خلاص برای کاهش سرعت استفاده کرد . تمامی شکل‌های 15 . 5 ، 16 . 5 و 17 . 5 نشان می‌دهند که این فرآیند توسط سه الگوریتم تشخیص داده شده است ، اما ملاحظه می‌شود که ، الگوریتم NSGA - II عملکرد بهتری در این زمینه داشته است زیرا نسبت به MOPSO و KH تداوم دنده خلاص بیشتری قبل از مد ترمز دارد .,KH,acronym,sdu_aaai22_ae_persian,1,0,408,410,dev,persian,
شکل 8 . 6 : نمونه‌ای از بهبود عدم تعادل پس از اعمال SVC 99 شکل 9 . 6 : پروفیل توان راکتیو 100 شکل 10 . 6 : سوسپتانس‌های بهینه متناظر 100,SVC,acronym,sdu_aaai22_ae_persian,1,0,52,55,dev,persian,
‫جدول ‪ 7 - 2 ‬ تنظیم گزینه های درخواست برای بازتوزیع به سمت ‪51 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . IGP‬‬ ‫‪www . college prozheh . com ‬‬,IGP‬‬,acronym,sdu_aaai22_ae_persian,1,0,247,252,dev,persian,
‫ ] ‪ [ route - map map - tag ] [ subnets‬‬ ‫جدول ‪ 3 - 3 ‬ پارامترهای دستور باز توزیع ‪ OSPF ‬‬,OSPF,acronym,sdu_aaai22_ae_persian,1,0,89,93,dev,persian,
"‫تبصره ‪ - 2 ‬ از دیدگاه گسترده تر ‪ ،‬ اینترنت اشیاء به عنوان یک چشم انداز با مفاهیم تکنولوژیکی و ‬ ‫ اجتماعی قابل مشاهده است ‪ .‬‬ ‫ ‪ IERC ‬ در تعریف "" اینترنت اشیاء "" می گوید ‪ : ‬ اینترنت اشیاء یک زیرساخت پویای شبکه جهانی با ‬",IERC,acronym,sdu_aaai22_ae_persian,1,0,137,141,dev,persian,
2 - 2 - 2 SRB 20 1 - 2 - 2 - 2 . گره حلقه امن ( SRN ) 21,SRN,acronym,sdu_aaai22_ae_persian,1,0,48,51,dev,persian,
2 - 2 - 2 SRB 20 1 - 2 - 2 - 2 . گره حلقه امن ( SRN ) 21,SRB,acronym,sdu_aaai22_ae_persian,1,0,10,13,dev,persian,
2 - 2 - 2 SRB 20 1 - 2 - 2 - 2 . گره حلقه امن ( SRN ) 21,گره حلقه امن,long_form,sdu_aaai22_ae_persian,0,1,33,45,dev,persian,
": میزان زمانی که لازمست برای تهیه پیام "" I am alive "" یا پیام های ضربان قلب بوسیله گروه ارتباطی یا مکانیزم توافق . CTIi ( j ) : نشان دهنده زمان اتصال بین فرآِند Pi و Pj است . مقدار نشان دهنده این است که Pj از فرآیند Pj قطع ارتباط شده است .",CTIi,acronym,sdu_aaai22_ae_persian,1,0,115,119,dev,persian,
‫موجود در حوزه ‪ ELGRP ‬ مثل ‪ R2 ‬ نیز می توان برای نشان دادن حضوور عودم حضوور مسویرهای منطبوق بوا نقشوه ‬ ‫ استفاده کرد ‪ .‬‬,ELGRP,acronym,sdu_aaai22_ae_persian,1,0,17,22,dev,persian,
AckPBSM و POCA می توانند قابلیت اطمینان بیشتری به وجود آورند . در تراکم بالا AckPBSM و POCA می توانند طرح های کاملا خوبی باشند . اما در SFR و SF به خوبی می توان به مشکل انتشار وسیع پی برد .,AckPBSM,acronym,sdu_aaai22_ae_persian,1,0,0,7,dev,persian,
AckPBSM و POCA می توانند قابلیت اطمینان بیشتری به وجود آورند . در تراکم بالا AckPBSM و POCA می توانند طرح های کاملا خوبی باشند . اما در SFR و SF به خوبی می توان به مشکل انتشار وسیع پی برد .,POCA,acronym,sdu_aaai22_ae_persian,1,0,10,14,dev,persian,
AckPBSM و POCA می توانند قابلیت اطمینان بیشتری به وجود آورند . در تراکم بالا AckPBSM و POCA می توانند طرح های کاملا خوبی باشند . اما در SFR و SF به خوبی می توان به مشکل انتشار وسیع پی برد .,SFR,acronym,sdu_aaai22_ae_persian,1,0,136,139,dev,persian,
AckPBSM و POCA می توانند قابلیت اطمینان بیشتری به وجود آورند . در تراکم بالا AckPBSM و POCA می توانند طرح های کاملا خوبی باشند . اما در SFR و SF به خوبی می توان به مشکل انتشار وسیع پی برد .,SF,acronym,sdu_aaai22_ae_persian,1,0,142,144,dev,persian,
‫ن ر گرفته شود ‪ . ‬ حسگرهای مجازی و فعال کننده ها ‪ ،‬ یک انتزاع و چکیده برنامه نویسی ساده ‪ ،‬ توسعه ‬ ‫برنامه های کاربردی ‪ WSN ‬ غیرمتمرکز هستند ‪ .‬‬,WSN,acronym,sdu_aaai22_ae_persian,1,0,127,130,dev,persian,
گين در خروجي توربين بخار ناشي از كاهش يافتن دماي هواي دهانة ورودي كمپرسور توربين احتراق خيلي كوچكتر از يك CT است و علت آن اين است كه تقليل در دماي خروجی CT تا دماي پايين‌تر از هواي محصور ، گين ناشي از افزايش توليد بخار را جبران كرده و آن را خنثي مي‌كند . روي هم رفته گين كلي در خروجي چرخة توان تركيب شده ناشي از كاهش دماي هواي دهانه ورودي بالاتر از يك CT است كه در حالت چرخة ساده كار مي‌كند . درصد,CT,acronym,sdu_aaai22_ae_persian,1,0,106,108,dev,persian,
‫اندازی مسیریاب برای تنظیم مقدار ‪ AD ‬ در هر پروتکل مسیریابی از هر نوع استفاده کنید ‪ . ‬ دستور فاصله اندازی از نحو ‬ ‫ دیگری نیز تبعیت می کند که در آن مسیریاب ‪ AD ‬ را برای مسیرهای مبتنیبر معیارهای ذیل تنظیم می کند ‪ : ‬‬,AD,acronym,sdu_aaai22_ae_persian,1,0,35,37,dev,persian,
شبكه توزيع انتخاب وظايف موردنظر براي سيستم اتوماسيون شبكه توزيع براي انتخاب وظايف موردنظر يك سيستم اتوماسيون توزيع ( DAS ) بايد موارد زير بررسي شود :,DAS,acronym,sdu_aaai22_ae_persian,1,0,117,120,dev,persian,
شبكه توزيع انتخاب وظايف موردنظر براي سيستم اتوماسيون شبكه توزيع براي انتخاب وظايف موردنظر يك سيستم اتوماسيون توزيع ( DAS ) بايد موارد زير بررسي شود :,سيستم اتوماسيون توزيع,long_form,sdu_aaai22_ae_persian,0,1,93,114,dev,persian,
‫ ﻧﻬﺎﯾﺖ ‪ Tree method ‬ ﺗﻮاﻧﺴﺘﻪ از ﺗﻤﺎم روشﻫﺎي ﻗﺒﻠﯽ ﺧﻮد ﻧﺘﺎﯾﺞ ﺑﻬﺘﺮي داﺷﺘﻪ ﺑﺎﺷـﺪ ‪ ،‬ وﻟـﯽ روش ‪ FDRT ‬ ﺣﺘـﯽ ‬ ‫ﻧﺴﺒﺖ ﺑﻪ ‪ Tree method ‬ ﺗﻌﺪاد ﮔﺮهﻫﺎي ﺑﺴﯿﺎر ﮐﻤﺘﺮي را ﻣﻼﻗﺎت ﻣﯽﮐﻨﺪ ‪ . ‬ از اﯾﻦ ﺷﺒﯿﻪﺳﺎزيﻫـﺎ ﮐـﻪ در ﻣﺤـﯿﻂ ‪ - ‬‬,FDRT,acronym,sdu_aaai22_ae_persian,1,0,96,100,dev,persian,
سيستم هاي اطلاعات مديران اجرايي مقايسه سيستم هاي DSS و OLTP عناصر انباره داري,DSS,acronym,sdu_aaai22_ae_persian,1,0,49,52,dev,persian,
سيستم هاي اطلاعات مديران اجرايي مقايسه سيستم هاي DSS و OLTP عناصر انباره داري,OLTP,acronym,sdu_aaai22_ae_persian,1,0,55,59,dev,persian,
‫ نشان می دهد ‬ . ‫ در آن هزار و پانصد بایت می باشد ‬ MTU ‫ نسبیت دویست و پنجاه و پنج و بار ده است و ‬,MTU,acronym,sdu_aaai22_ae_persian,1,0,54,57,dev,persian,
‬در این شکل ‪ ،‬ یوک شورکت بوزرگ کوه از ‪ ELGERP ‬‬ ‫ نشان داده شده است و نیز دو شرکت کوچکتر که هر دو از ‪ OSPF ‬ استفاده می کنند ‪ . ‬ شرکت بزرگتر می خواهد تا هور ‬,ELGERP,acronym,sdu_aaai22_ae_persian,1,0,42,48,dev,persian,
‬در این شکل ‪ ،‬ یوک شورکت بوزرگ کوه از ‪ ELGERP ‬‬ ‫ نشان داده شده است و نیز دو شرکت کوچکتر که هر دو از ‪ OSPF ‬ استفاده می کنند ‪ . ‬ شرکت بزرگتر می خواهد تا هور ‬,OSPF,acronym,sdu_aaai22_ae_persian,1,0,107,111,dev,persian,
9 - نصب سكسيونرهاي قابل قطع و وصل از راه دور در مكانهاي مورد نظر 10 - نصب ثبات و RTU در مرکز مورد نظر 11 - قابليت كنترل از راه دور تپ چنجرها,RTU,acronym,sdu_aaai22_ae_persian,1,0,81,84,dev,persian,
در يك نمونه موجود ولتاژ 380 ولت توسط ترانس در توان كل KVA 100 و توان نامي در نسبت كار 50 درصد به دو ولتاژ 17 ولت و 21 ولت تبديل مي‌گردد . مشخصات كامل يك ترانسفورمر جوش آويز خوانده شده از روي كاتالوگ به شرح زير است : ولتا اوليه : 380 Volt,KVA,acronym,sdu_aaai22_ae_persian,1,0,54,57,dev,persian,
در يك نمونه موجود ولتاژ 380 ولت توسط ترانس در توان كل KVA 100 و توان نامي در نسبت كار 50 درصد به دو ولتاژ 17 ولت و 21 ولت تبديل مي‌گردد . مشخصات كامل يك ترانسفورمر جوش آويز خوانده شده از روي كاتالوگ به شرح زير است : ولتا اوليه : 380 Volt,Volt,acronym,sdu_aaai22_ae_persian,1,0,233,237,dev,persian,
Y 29 برابری مقدار جاری و مقدار تنظیمی در HSC 4,HSC,acronym,sdu_aaai22_ae_persian,1,0,41,44,dev,persian,
‫ ‪ R5 ‬ با هدف رسیدن به ‪ ABR ‬ مربوطه برآورد می کند ‪ .‬ یعنی بر اساس هزینه فهرست شده در ‪ LSA‬های نوع ‪ ( 1 ‬‬ ‫در فهرست قبلی ) زمانیکه ‪ R5 ‬ دو مسیر احتمالی را برای رسیدن به زیر شبکه خارجی ‬ ‫مرحله ‪ 2 ‬‬ ‫ ‪ 172 . 30 . 26 . 0 / 23 ‬ تخمین می زند ‪ R5 ،‬ دو مسیری که متریک آنها ‪ 22 ‬است را پیدا می کند ‪ ،‬ در نتیجه ‪ R5 ‬ تالش می‬,LSA‬ه,acronym,sdu_aaai22_ae_persian,0,1,93,97,dev,persian,
‫ ‪ R5 ‬ با هدف رسیدن به ‪ ABR ‬ مربوطه برآورد می کند ‪ .‬ یعنی بر اساس هزینه فهرست شده در ‪ LSA‬های نوع ‪ ( 1 ‬‬ ‫در فهرست قبلی ) زمانیکه ‪ R5 ‬ دو مسیر احتمالی را برای رسیدن به زیر شبکه خارجی ‬ ‫مرحله ‪ 2 ‬‬ ‫ ‪ 172 . 30 . 26 . 0 / 23 ‬ تخمین می زند ‪ R5 ،‬ دو مسیری که متریک آنها ‪ 22 ‬است را پیدا می کند ‪ ،‬ در نتیجه ‪ R5 ‬ تالش می‬,ABR,acronym,sdu_aaai22_ae_persian,1,0,27,30,dev,persian,
fastethernet ‫ و واسط‬ OSPS ‫ در حوزه ‬ fastethernet 0 / 0‫ که یک واسط آن یعنی ‬ R3 ‫ و پیکره بندی پایه روتر ‬ . ‫ جای میگیرد ‬ RIP ‫ در حوزه ‬ 0 / 1,OSPS,acronym,sdu_aaai22_ae_persian,1,0,23,27,dev,persian,
fastethernet ‫ و واسط‬ OSPS ‫ در حوزه ‬ fastethernet 0 / 0‫ که یک واسط آن یعنی ‬ R3 ‫ و پیکره بندی پایه روتر ‬ . ‫ جای میگیرد ‬ RIP ‫ در حوزه ‬ 0 / 1,RIP,acronym,sdu_aaai22_ae_persian,1,0,128,131,dev,persian,
‫مسیر را نشان می دهد که برای کاهش دسته بندی انجام می شود ‪ .‬‬ ‫دو مسیر درسمت چپ هریک مسیرها را از شرکت کوچکتر به سمت ‪ ELGRP ‬ بازتوزیع موی کن نود ‪ . ‬ مسویریاب هوا از ‬,ELGRP,acronym,sdu_aaai22_ae_persian,1,0,120,125,dev,persian,
‫توزیع می کند ‪ .‬‬ ‫ زمانیکه دستور ‪ REDISTRIBUTE ‬ به یک ‪ IGP ‬ دیگر مثل منبع مسیریابی ارتباط می یابد ‪ ،‬ به مسیریاب فرمان باز ‬ ‫توزیع ذیل را می دهد ‪ .‬‬,IGP,acronym,sdu_aaai22_ae_persian,1,0,61,64,dev,persian,
ه ) نمودار سطح 4 DFD سیستم انبار ( ناشی از بررسی صدور ),DFD,acronym,sdu_aaai22_ae_persian,1,0,17,20,dev,persian,
اين ابزار به اپراتورها در تعيين محل خطا ، تحليل نوع خطا و كشف عملكرد نامناسب سيستم‌هاي حفاظتي كمك مي‌كند . IAP / DA اطلاعات ورودي از شبكه را پردازش كرده و خلاصه اطلاعات ، بهمراه وسيله‌اي كه دچار خطا شده را به اپراتور ارائه مي‌دهد . بهره‌بردازي پيشرفته از شبكه : ( ANOP ) ( Advanced Network Operation ) در شرايط كار عادي ، مثلاً در ، از سرويس خارج كردن يك وسيله ، ANOP بعنوان ابزار برنامه‌ريزي جهت پيكر‌بندي مجدد شبكه به ‌كار مي‌رود و اعمال كليد‌زني مناسب براي جلوگيري از اضافه ‌بار يا خاموشي غيرضروري را پيشنهاد مي‌كند .,ANOP,acronym,sdu_aaai22_ae_persian,1,0,363,367,dev,persian,
اين ابزار به اپراتورها در تعيين محل خطا ، تحليل نوع خطا و كشف عملكرد نامناسب سيستم‌هاي حفاظتي كمك مي‌كند . IAP / DA اطلاعات ورودي از شبكه را پردازش كرده و خلاصه اطلاعات ، بهمراه وسيله‌اي كه دچار خطا شده را به اپراتور ارائه مي‌دهد . بهره‌بردازي پيشرفته از شبكه : ( ANOP ) ( Advanced Network Operation ) در شرايط كار عادي ، مثلاً در ، از سرويس خارج كردن يك وسيله ، ANOP بعنوان ابزار برنامه‌ريزي جهت پيكر‌بندي مجدد شبكه به ‌كار مي‌رود و اعمال كليد‌زني مناسب براي جلوگيري از اضافه ‌بار يا خاموشي غيرضروري را پيشنهاد مي‌كند .,IAP,acronym,sdu_aaai22_ae_persian,1,0,107,110,dev,persian,
اين ابزار به اپراتورها در تعيين محل خطا ، تحليل نوع خطا و كشف عملكرد نامناسب سيستم‌هاي حفاظتي كمك مي‌كند . IAP / DA اطلاعات ورودي از شبكه را پردازش كرده و خلاصه اطلاعات ، بهمراه وسيله‌اي كه دچار خطا شده را به اپراتور ارائه مي‌دهد . بهره‌بردازي پيشرفته از شبكه : ( ANOP ) ( Advanced Network Operation ) در شرايط كار عادي ، مثلاً در ، از سرويس خارج كردن يك وسيله ، ANOP بعنوان ابزار برنامه‌ريزي جهت پيكر‌بندي مجدد شبكه به ‌كار مي‌رود و اعمال كليد‌زني مناسب براي جلوگيري از اضافه ‌بار يا خاموشي غيرضروري را پيشنهاد مي‌كند .,DA,acronym,sdu_aaai22_ae_persian,1,0,113,115,dev,persian,
