sentence_id,sentence,candidate,cand_norm,cand_type,is_gold,token_pos,mt_score,mt_pred,is_named_entity,gold_terms,source_dataset,term_type,spanish_sentence,spanish_back_to_english_sentence,spanish_best_back_translation_word,spanish_fuzz_ratio,spanish_specialized,spanish_term_failed_to_translate,arabic_sentence,arabic_back_to_english_sentence,arabic_best_back_translation_word,arabic_fuzz_ratio,arabic_specialized,arabic_term_failed_to_translate,chinese_sentence,chinese_back_to_english_sentence,chinese_best_back_translation_word,chinese_fuzz_ratio,chinese_specialized,chinese_term_failed_to_translate,japanese_sentence,japanese_back_to_english_sentence,japanese_best_back_translation_word,japanese_fuzz_ratio,japanese_specialized,japanese_term_failed_to_translate,specialized_votes,normal_votes,component_token_positions,zipf,rare_or_unknown,is_acronym,has_digit,has_symbol,has_repeated_char,sc_score,sc_pred
3,"Homie, pull up or stay sus",up,up,is_single_word,0,2,1.0,1,0.0,homie; sus,genz-alpha-slangs,slang,"Hombre, acércate o quédate así.","Man, come closer or stay like that.",man,0.0,1.0,0.0,أيها الإخوة، جاءوا أو تبقى مشكوكًا.,"Oh brothers, they came or they remain questionable.",questionable,14.28571428571429,1.0,0.0,兄弟，过来或者保持谨慎,"Brother, come over or be cautious.",cautious,20.0,1.0,0.0,ホミー、車を停めておいてススだ。,"Homi, the car to stop and let's go.",stop,33.333333333333336,1.0,0.0,4.0,0.0,,6.39,0.0,0.0,0.0,0.0,0.0,0.0,0
3,"Homie, pull up or stay sus",or,or,is_single_word,0,3,0.25,0,0.0,homie; sus,genz-alpha-slangs,slang,"Hombre, acércate o quédate así.","Man, come closer or stay like that.",or,100.0,0.0,0.0,أيها الإخوة، جاءوا أو تبقى مشكوكًا.,"Oh brothers, they came or they remain questionable.",or,100.0,0.0,0.0,兄弟，过来或者保持谨慎,"Brother, come over or be cautious.",or,100.0,0.0,0.0,ホミー、車を停めておいてススだ。,"Homi, the car to stop and let's go.",to,50.0,1.0,0.0,1.0,3.0,,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0
3,"Homie, pull up or stay sus",stay,stay,is_single_word,0,4,0.75,0,0.0,homie; sus,genz-alpha-slangs,slang,"Hombre, acércate o quédate así.","Man, come closer or stay like that.",stay,100.0,0.0,0.0,أيها الإخوة، جاءوا أو تبقى مشكوكًا.,"Oh brothers, they came or they remain questionable.",they,50.0,1.0,0.0,兄弟，过来或者保持谨慎,"Brother, come over or be cautious.",brother,18.181818181818176,1.0,0.0,ホミー、車を停めておいてススだ。,"Homi, the car to stop and let's go.",stop,50.0,1.0,0.0,3.0,1.0,,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0
3,"Homie, pull up or stay sus",sus,sus,is_single_word,1,5,1.0,1,0.0,homie; sus,genz-alpha-slangs,slang,"Hombre, acércate o quédate así.","Man, come closer or stay like that.",stay,28.57142857142857,1.0,0.0,أيها الإخوة، جاءوا أو تبقى مشكوكًا.,"Oh brothers, they came or they remain questionable.",questionable,26.66666666666667,1.0,0.0,兄弟，过来或者保持谨慎,"Brother, come over or be cautious.",cautious,36.36363636363637,1.0,0.0,ホミー、車を停めておいてススだ。,"Homi, the car to stop and let's go.",stop,28.57142857142857,1.0,0.0,4.0,0.0,,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0
4,"Bro, skibidi outta here, sigma style",Bro,bro,is_single_word,1,0,1.0,1,0.0,bro,genz-alpha-slangs,slang,"Hermano, skibidi fuera de aquí, estilo sigma","Brother, skibidi get out of here, sigma style",brother,60.0,1.0,0.0,أخي، اذهب إلى هناك، بطرق سيجيما,"Brother, go there, by the scenic routes.",brother,60.0,1.0,0.0,兄弟，斯基比迪滚蛋，西格玛风格,"Brother, Ski Bidi roll away, Sigma style.",brother,60.0,1.0,0.0,ブラ、スキビディ アウトタ ヘア、シグマ スタイルです。,"Bra, Skividi outta hair, Sigma style.",bra,66.66666666666667,1.0,0.0,4.0,0.0,,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0
4,"Bro, skibidi outta here, sigma style",skibidi,skibidi,is_single_word,0,1,1.0,1,0.0,bro,genz-alpha-slangs,slang,"Hermano, skibidi fuera de aquí, estilo sigma","Brother, skibidi get out of here, sigma style",skibidi,100.0,1.0,1.0,أخي، اذهب إلى هناك، بطرق سيجيما,"Brother, go there, by the scenic routes.",scenic,30.76923076923077,1.0,0.0,兄弟，斯基比迪滚蛋，西格玛风格,"Brother, Ski Bidi roll away, Sigma style.",bidi,72.72727272727273,1.0,0.0,ブラ、スキビディ アウトタ ヘア、シグマ スタイルです。,"Bra, Skividi outta hair, Sigma style.",skividi,85.71428571428572,1.0,0.0,4.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0
4,"Bro, skibidi outta here, sigma style",outta,outta,is_single_word,0,2,0.75,0,0.0,bro,genz-alpha-slangs,slang,"Hermano, skibidi fuera de aquí, estilo sigma","Brother, skibidi get out of here, sigma style",out,75.0,1.0,0.0,أخي، اذهب إلى هناك، بطرق سيجيما,"Brother, go there, by the scenic routes.",routes,54.54545454545454,1.0,0.0,兄弟，斯基比迪滚蛋，西格玛风格,"Brother, Ski Bidi roll away, Sigma style.",brother,33.333333333333336,1.0,0.0,ブラ、スキビディ アウトタ ヘア、シグマ スタイルです。,"Bra, Skividi outta hair, Sigma style.",outta,100.0,0.0,0.0,3.0,1.0,,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0
4,"Bro, skibidi outta here, sigma style",here,here,is_single_word,0,3,0.75,0,0.0,bro,genz-alpha-slangs,slang,"Hermano, skibidi fuera de aquí, estilo sigma","Brother, skibidi get out of here, sigma style",here,100.0,0.0,0.0,أخي، اذهب إلى هناك، بطرق سيجيما,"Brother, go there, by the scenic routes.",there,88.88888888888889,1.0,0.0,兄弟，斯基比迪滚蛋，西格玛风格,"Brother, Ski Bidi roll away, Sigma style.",brother,54.54545454545454,1.0,0.0,ブラ、スキビディ アウトタ ヘア、シグマ スタイルです。,"Bra, Skividi outta hair, Sigma style.",hair,50.0,1.0,0.0,3.0,1.0,,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0
4,"Bro, skibidi outta here, sigma style",sigma,sigma,is_single_word,0,4,0.5,0,0.0,bro,genz-alpha-slangs,slang,"Hermano, skibidi fuera de aquí, estilo sigma","Brother, skibidi get out of here, sigma style",sigma,100.0,1.0,1.0,أخي، اذهب إلى هناك، بطرق سيجيما,"Brother, go there, by the scenic routes.",scenic,36.36363636363637,1.0,0.0,兄弟，斯基比迪滚蛋，西格玛风格,"Brother, Ski Bidi roll away, Sigma style.",sigma,100.0,0.0,0.0,ブラ、スキビディ アウトタ ヘア、シグマ スタイルです。,"Bra, Skividi outta hair, Sigma style.",sigma,100.0,0.0,0.0,2.0,2.0,,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0
4,"Bro, skibidi outta here, sigma style",style,style,is_single_word,0,5,0.25,0,0.0,bro,genz-alpha-slangs,slang,"Hermano, skibidi fuera de aquí, estilo sigma","Brother, skibidi get out of here, sigma style",style,100.0,0.0,0.0,أخي، اذهب إلى هناك، بطرق سيجيما,"Brother, go there, by the scenic routes.",the,50.0,1.0,0.0,兄弟，斯基比迪滚蛋，西格玛风格,"Brother, Ski Bidi roll away, Sigma style.",style,100.0,0.0,0.0,ブラ、スキビディ アウトタ ヘア、シグマ スタイルです。,"Bra, Skividi outta hair, Sigma style.",style,100.0,0.0,0.0,1.0,3.0,,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0
5,"Bro, lowkey flexin’",Bro,bro,is_single_word,1,0,1.0,1,0.0,bro; flexin; lowkey,genz-alpha-slangs,slang,"Hombre, bajo la mesa, me estoy luciendo.","Man, under the table, I'm showing off.",off,33.333333333333336,1.0,0.0,أخي، أظهر بعض الإنجازاتخفية,"Brother, show some hidden achievements.",brother,60.0,1.0,0.0,兄弟，低调炫耀,"Brother, subtle bragging.",brother,60.0,1.0,0.0,ブラ、低くて自慢している,"Pride, low and proud.",proud,50.0,1.0,0.0,4.0,0.0,,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0
5,"Bro, lowkey flexin’",lowkey,lowkey,is_single_word,1,1,1.0,1,0.0,bro; flexin; lowkey,genz-alpha-slangs,slang,"Hombre, bajo la mesa, me estoy luciendo.","Man, under the table, I'm showing off.",table,36.36363636363637,1.0,0.0,أخي، أظهر بعض الإنجازاتخفية,"Brother, show some hidden achievements.",show,40.0,1.0,0.0,兄弟，低调炫耀,"Brother, subtle bragging.",subtle,33.333333333333336,1.0,0.0,ブラ、低くて自慢している,"Pride, low and proud.",low,66.66666666666667,1.0,0.0,4.0,0.0,,2.74,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0
5,"Bro, lowkey flexin’",flexin,flexin,is_single_word,1,2,1.0,1,0.0,bro; flexin; lowkey,genz-alpha-slangs,slang,"Hombre, bajo la mesa, me estoy luciendo.","Man, under the table, I'm showing off.",table,36.36363636363637,1.0,0.0,أخي، أظهر بعض الإنجازاتخفية,"Brother, show some hidden achievements.",hidden,33.333333333333336,1.0,0.0,兄弟，低调炫耀,"Brother, subtle bragging.",subtle,33.333333333333336,1.0,0.0,ブラ、低くて自慢している,"Pride, low and proud.",low,22.22222222222222,1.0,0.0,4.0,0.0,,1.58,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0
6,"Bro, pull up or stay sus",Bro,bro,is_single_word,1,0,1.0,1,0.0,bro; sus,genz-alpha-slangs,slang,"Hombre, acércate o quédate así.","Man, come closer or stay like that.",or,40.0,1.0,0.0,"أخ, جاء أو تبقى مشكوك","Brother, will he come or will he stay is uncertain.",brother,60.0,1.0,0.0,兄弟，拉上来或保持怀疑,"Brother, pull it up or keep it suspicious.",brother,60.0,1.0,0.0,ブラ、上がってきてくれよ、または疑問のままにしてくれ。,"Bring the beer, or leave it as it is.",beer,57.14285714285714,1.0,0.0,4.0,0.0,,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0
6,"Bro, pull up or stay sus",pull,pull,is_single_word,0,1,0.75,0,0.0,bro; sus,genz-alpha-slangs,slang,"Hombre, acércate o quédate así.","Man, come closer or stay like that.",like,25.0,1.0,0.0,"أخ, جاء أو تبقى مشكوك","Brother, will he come or will he stay is uncertain.",will,50.0,1.0,0.0,兄弟，拉上来或保持怀疑,"Brother, pull it up or keep it suspicious.",pull,100.0,0.0,0.0,ブラ、上がってきてくれよ、または疑問のままにしてくれ。,"Bring the beer, or leave it as it is.",leave,22.22222222222222,1.0,0.0,3.0,1.0,,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0
6,"Bro, pull up or stay sus",up,up,is_single_word,0,2,0.75,0,0.0,bro; sus,genz-alpha-slangs,slang,"Hombre, acércate o quédate así.","Man, come closer or stay like that.",man,0.0,1.0,0.0,"أخ, جاء أو تبقى مشكوك","Brother, will he come or will he stay is uncertain.",uncertain,18.181818181818176,1.0,0.0,兄弟，拉上来或保持怀疑,"Brother, pull it up or keep it suspicious.",up,100.0,0.0,0.0,ブラ、上がってきてくれよ、または疑問のままにしてくれ。,"Bring the beer, or leave it as it is.",bring,0.0,1.0,0.0,3.0,1.0,,6.39,0.0,0.0,0.0,0.0,0.0,0.0,0
6,"Bro, pull up or stay sus",or,or,is_single_word,0,3,0.0,0,0.0,bro; sus,genz-alpha-slangs,slang,"Hombre, acércate o quédate así.","Man, come closer or stay like that.",or,100.0,0.0,0.0,"أخ, جاء أو تبقى مشكوك","Brother, will he come or will he stay is uncertain.",or,100.0,0.0,0.0,兄弟，拉上来或保持怀疑,"Brother, pull it up or keep it suspicious.",or,100.0,0.0,0.0,ブラ、上がってきてくれよ、または疑問のままにしてくれ。,"Bring the beer, or leave it as it is.",or,100.0,0.0,0.0,0.0,4.0,,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0
6,"Bro, pull up or stay sus",stay,stay,is_single_word,0,4,0.5,0,0.0,bro; sus,genz-alpha-slangs,slang,"Hombre, acércate o quédate así.","Man, come closer or stay like that.",stay,100.0,0.0,0.0,"أخ, جاء أو تبقى مشكوك","Brother, will he come or will he stay is uncertain.",stay,100.0,0.0,0.0,兄弟，拉上来或保持怀疑,"Brother, pull it up or keep it suspicious.",it,33.333333333333336,1.0,0.0,ブラ、上がってきてくれよ、または疑問のままにしてくれ。,"Bring the beer, or leave it as it is.",it,33.333333333333336,1.0,0.0,2.0,2.0,,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0
