batch,score_category,score_column,prediction_rule,threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.242827,0.0361498257839721,0.7094017094017094,0.0687940323249067,83,2213,34,2263,2296,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.261,0.0349678456591639,0.7435897435897436,0.0667946257197696,87,2401,30,2075,2488,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.283143,0.034341172079134,0.7863247863247863,0.0658082975679542,92,2587,25,1889,2679,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.304497,0.0334378265412748,0.8205128205128205,0.0642570281124498,96,2775,21,1701,2871,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.327314,0.0326583932070542,0.8547008547008547,0.0629128656810317,100,2962,17,1514,3062,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.357178,0.0316630802336304,0.8803418803418803,0.0611275964391691,103,3150,14,1326,3253,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.405128,0.0307692307692307,0.905982905982906,0.0595171252105558,106,3339,11,1137,3445,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.453814,0.0297029702970297,0.9230769230769232,0.0575539568345323,108,3528,9,948,3636,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.51314,0.0287431408413901,0.9401709401709402,0.0557809330628803,110,3717,7,759,3827,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.571384,0.0278745644599303,0.9572649572649572,0.0541717049576783,112,3906,5,570,4018,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.649362,0.0268408551068883,0.9658119658119658,0.052230182574532,113,4097,4,379,4210,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.741879,0.026130424903431,0.9829059829059827,0.0509074811863656,115,4286,2,190,4401,117,4593,0,0
polish_youth_slang_batch_15,mean_similarity,mean_similarity,mean_similarity <= threshold,0.963564,0.0254735467015022,1.0,0.0496815286624203,117,4476,0,0,4593,117,4593,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.008754,0.0,0.0,0.0,0,0,122,5899,0,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.011248,0.0717131474103585,0.1475409836065573,0.096514745308311,18,233,104,5666,251,122,6021,1,1
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.022394,0.0597609561752988,0.2459016393442623,0.0961538461538461,30,472,92,5427,502,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.045564,0.0517928286852589,0.319672131147541,0.0891428571428571,39,714,83,5185,753,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.072108,0.0448207171314741,0.3688524590163934,0.0799289520426287,45,959,77,4940,1004,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.094701,0.0406374501992031,0.4180327868852459,0.074074074074074,51,1204,71,4695,1255,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.116047,0.0365205843293492,0.4508196721311475,0.0675675675675675,55,1451,67,4448,1506,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.135956,0.0347380410022779,0.5,0.0649627263045793,61,1695,61,4204,1756,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.157168,0.0318883906327852,0.5245901639344263,0.0601221230624706,64,1943,58,3956,2007,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.174998,0.0301151461470327,0.5573770491803278,0.0571428571428571,68,2190,54,3709,2258,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.194003,0.0290952570745316,0.5983606557377049,0.0554922082858228,73,2436,49,3463,2509,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.208947,0.0271739130434782,0.6147540983606558,0.0520471894517695,75,2685,47,3214,2760,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.224304,0.0252491694352159,0.6229508196721312,0.0485312899106002,76,2934,46,2965,3010,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.240505,0.0245323520392517,0.6557377049180327,0.0472953000295595,80,3181,42,2718,3261,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.259533,0.0242027334851936,0.6967213114754098,0.046780407264722,85,3427,37,2472,3512,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.27626,0.0239170874302418,0.7377049180327869,0.0463320463320463,90,3673,32,2226,3763,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.294659,0.023168908819133,0.7622950819672131,0.0449709864603481,93,3921,29,1978,4014,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.315789,0.022274325908558,0.7786885245901639,0.0433097788921814,95,4170,27,1729,4265,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.343137,0.0217054263565891,0.8032786885245902,0.0422687082165193,98,4417,24,1482,4515,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.383488,0.0207721359630717,0.8114754098360656,0.04050736497545,99,4667,23,1232,4766,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.437001,0.0199322304165836,0.819672131147541,0.0389180774469741,100,4917,22,982,5017,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.506048,0.019552012148823,0.8442622950819673,0.0382189239332096,103,5165,19,734,5268,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.584771,0.0193875702119949,0.8770491803278688,0.0379365360751639,107,5412,15,487,5519,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.693092,0.019584055459272,0.9262295081967212,0.038357094365241,113,5657,9,242,5770,122,6021,0,0
polish_youth_slang_batch_16,mean_similarity,mean_similarity,mean_similarity <= threshold,0.964477,0.0202624148812489,1.0,0.0397200065114764,122,5899,0,0,6021,122,6021,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.008812,1.0,0.0075757575757575,0.0150375939849624,1,0,131,5335,1,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.011899,0.1140350877192982,0.1969696969696969,0.1444444444444444,26,202,106,5133,228,132,5467,1,1
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.02746,0.0789473684210526,0.2727272727272727,0.1224489795918367,36,420,96,4915,456,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.05085,0.0599415204678362,0.3106060606060606,0.1004901960784313,41,643,91,4692,684,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.078192,0.0526315789473684,0.3636363636363636,0.0919540229885057,48,864,84,4471,912,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.10703,0.0482879719051799,0.4166666666666667,0.08654602675059,55,1084,77,4251,1139,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.131659,0.043891733723482,0.4545454545454545,0.0800533689126083,60,1307,72,4028,1367,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.153236,0.0407523510971786,0.4924242424242424,0.0752750434279096,65,1530,67,3805,1595,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.173643,0.04006586169045,0.553030303030303,0.074718526100307,73,1749,59,3586,1822,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.192404,0.037560975609756,0.5833333333333334,0.07057745187901,77,1973,55,3362,2050,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.210305,0.0355575065847234,0.6136363636363636,0.0672199170124481,81,2197,51,3138,2278,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.226982,0.0339185953711093,0.6439393939393939,0.0644427596664139,85,2421,47,2914,2506,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.243162,0.0318215069495245,0.6590909090909091,0.0607117934403349,87,2647,45,2688,2734,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.259422,0.0303951367781155,0.6818181818181818,0.05819592628516,90,2871,42,2464,2961,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.276512,0.0297899027908435,0.7196969696969697,0.0572116832279434,95,3094,37,2241,3189,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.292806,0.0289727831431079,0.75,0.0557903634826711,99,3318,33,2017,3417,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.310159,0.0279912184412733,0.7727272727272727,0.0540254237288135,102,3542,30,1793,3644,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.330239,0.0271177685950413,0.7954545454545454,0.0524475524475524,105,3767,27,1568,3872,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.364464,0.0263414634146341,0.8181818181818182,0.051039697542533,108,3992,24,1343,4100,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.40979,0.0256469500924214,0.8409090909090909,0.0497757847533632,111,4217,21,1118,4328,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.462944,0.0248024582967515,0.8560606060606061,0.0482081911262798,113,4443,19,892,4556,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.517324,0.0246707087601923,0.8939393939393939,0.0480162767039674,118,4665,14,670,4783,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.594416,0.0243464378367591,0.9242424242424242,0.0474431265798172,122,4889,10,446,5011,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.699518,0.0240503912960488,0.9545454545454546,0.0469186371253025,126,5113,6,222,5239,132,5467,0,0
polish_youth_slang_batch_17,mean_similarity,mean_similarity,mean_similarity <= threshold,0.963786,0.0241492864983534,1.0,0.0471596998928188,132,5334,0,1,5466,132,5467,0,0
